system:index,apn_perc,area_m2,available_area_m2,cell_size_m,coast_len,elev_mean,fires_perc,grid_id,id,lat,lon,no_urbano_perc_2017,no_urbano_perc_2018,no_urbano_perc_2019,no_urbano_perc_2020,no_urbano_perc_2021,no_urbano_perc_2022,no_urbano_perc_2023,no_urbano_perc_2024,non_apn_perc,precip_mean,retama_perc_2017,retama_perc_2018,retama_perc_2019,retama_perc_2020,retama_perc_2021,retama_perc_2022,retama_perc_2023,retama_perc_2024,rivers_len,roads_len,temp_mean,urbano_perc_2017,urbano_perc_2018,urbano_perc_2019,urbano_perc_2020,urbano_perc_2021,urbano_perc_2022,urbano_perc_2023,urbano_perc_2024,.geo
00000000000000000000,98.16802888318345,285073.394950287,285552.2467519126,3000,0,767.3333333333334,0.0,"91,1738","91,1738",-43.168020001124,-71.76796974645903,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.831971116816521,104.290625,0.5187302671907486,0.5966251462215577,0.661103677887696,0.39958580478392086,0.49810497398953163,0.5995276782034998,0.08990833187465402,0.0,0,284.86812314644607,8.695989379882812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPolygon"",""coordinates"":[[[[-71.75595841255426,-43.17519090334751],[-71.75557087179965,-43.16658006571984],[-71.75942191301223,-43.166487181239695],[-71.75906731974777,-43.16762725439285],[-71.75868991913906,-43.16890436839134],[-71.75835215879668,-43.16941296176991],[-71.7568912417036,-43.17144736288181],[-71.75656877472703,-43.17273346416698],[-71.75595841255426,-43.17519090334751]]],[[[-71.7800245793563,-43.16598806666913],[-71.78581331025049,-43.16584716686263],[-71.78578480395208,-43.166018325602245],[-71.78566625392205,-43.16673298458407],[-71.7852850836052,-43.16751865668201],[-71.78480662915064,-43.16818793566902],[-71.78370573776603,-43.168775672180416],[-71.78229289900439,-43.16783912246986],[-71.78213470990676,-43.16769585153544],[-71.78203751588026,-43.167561666946064],[-71.78186747151177,-43.16732899738513],[-71.78166765342685,-43.16685942609582],[-71.7815460249665,-43.16673410800587],[-71.78113254215566,-43.16629542299851],[-71.78096177332813,-43.166250415394],[-71.78073607236443,-43.16619638541873],[-71.7800245793563,-43.16598806666913]]],[[[-71.76849277970487,-43.16626787848753],[-71.77428506646014,-43.16612747198297],[-71.7741986394974,-43.16621496322156],[-71.77381745559036,-43.16696034672323],[-71.7733946413844,-43.16739738816726],[-71.77313146822095,-43.16758457240605],[-71.7724833083649,-43.16789154615153],[-71.77204936090239,-43.16804257632162],[-71.77082281134984,-43.16791951722796],[-71.77043899893634,-43.16772663189313],[-71.77014061863319,-43.16752939409946],[-71.77012242801436,-43.167507083283354],[-71.76980603778306,-43.16722494731509],[-71.76978775664465,-43.16721149500343],[-71.76962983290588,-43.16701901854097],[-71.7694414103267,-43.16679526586918],[-71.7692158822919,-43.166709896224724],[-71.76866120211676,-43.16649879498351],[-71.76849277970487,-43.16626787848753]]]]}"
00000000000000000001,19.028421902206492,4396125.57718686,4364397.812349327,3000,0,1176.6354166666667,0.0,"92,1738","92,1738",-43.1736459712206,-71.73719668417566,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.97157809779348,90.32960526315789,1.5831489259346576,2.095268740401982,2.9438078066021554,2.7337095920939185,2.5633636995998654,2.2627486972187327,1.7462750276677725,0.9236747655942308,2174.431169843656,6395.112382661414,7.417396055522717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-71.71930399123654,-43.18090789144954],[-71.71870695544554,-43.16746259575739],[-71.75557087179965,-43.16658006571984],[-71.75595841255426,-43.17519090334751],[-71.7555449874637,-43.17685528426656],[-71.75422090136658,-43.17973886477955],[-71.72550256320731,-43.180795020189514],[-71.71930399123654,-43.18090789144954]]]}"
00000000000000000002,6.932120146108277,4440318.98815546,4393291.388998624,3000,0,1046.142857142857,0.0,"93,1738","93,1738",-43.174569623272944,-71.70061592185353,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.06569379982119,90.58333333333333,0.7374440970343472,0.7749346527897252,1.6376014774546501,1.5494122363985312,1.8233626711823387,1.793945081403256,1.2857255587966971,1.1614896693026167,2569.5233793397533,5229.582469889595,8.316666412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-71.68242123807347,-43.18157272863179],[-71.68184133520111,-43.16833330794027],[-71.71870695544554,-43.16746259575739],[-71.71930399123654,-43.18090789144954],[-71.68242123807347,-43.18157272863179]]]}"
00000000000000000003,37.74375869818633,4358515.24382991,4180097.6110785645,3000,0,635.2040816326531,0.0,"94,1738","94,1738",-43.17531089662435,-71.66378705418933,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.25401215117235,91.68545962199313,1.573041728375701,1.6958427014623245,2.649979956154129,2.8076559002295,3.1862774962830187,2.7961266179803372,2.5951412647039196,2.3318042910220633,3976.060327961884,2238.4374865562,8.523861458375283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-71.64552441981185,-43.18193220350481],[-71.64497405769279,-43.16919213013542],[-71.68184133520111,-43.16833330794027],[-71.68242123807347,-43.18157272863179],[-71.65558170043734,-43.182049053985125],[-71.64552441981185,-43.18193220350481]]]}"
00000000000000000004,28.66844134705529,4026309.49498582,3863140.616200792,3000,0,442.1326530612245,0.0,"95,1738","95,1738",-43.17566444131673,-71.62712548521318,99.621839455433,99.621839455433,99.621839455433,99.621839455433,99.621839455433,99.621839455433,99.621839455433,99.621839455433,71.32447788777928,99.83184523809524,2.875933090649911,2.9476337266869783,4.620228818366832,4.562406437061805,4.6349518515483235,4.800415712324015,3.996846219679467,2.605363056438363,4033.455807813306,2065.4014798547396,10.18556551252093,0.3781605445669973,0.3781605445669973,0.3781605445669973,0.3781605445669973,0.3781605445669973,0.3781605445669973,0.3781605445669973,0.3781605445669973,"{""type"":""Polygon"",""coordinates"":[[[-71.60859311593215,-43.18149562380047],[-71.60810516953892,-43.170039133332914],[-71.64497405769279,-43.16919213013542],[-71.64552441981185,-43.18193220350481],[-71.60859311593215,-43.18149562380047]]]}"
00000000000000000005,11.663206024731418,3599139.42600433,3589157.746844218,3000,0,407.2173913043478,0.0,"96,1738","96,1738",-43.175863591034236,-71.59026376402319,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.32435456293001,96.41256648936171,0.5666646622722408,0.5626032194082514,0.6641560022400548,0.5991620346441673,0.7819559290782565,1.0622410678246388,1.1516085406388297,1.0845833099881315,3134.7210966438147,1008.8777699455882,10.44834356105074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-71.57166186379108,-43.1810470843384],[-71.57123471734944,-43.17087424552166],[-71.60810516953892,-43.170039133332914],[-71.60859311593215,-43.18149562380047],[-71.57166186379108,-43.1810470843384]]]}"
00000000000000000006,0.0,3171962.11035937,3177590.3361583357,3000,0,404.9076923076923,0.0,"97,1738","97,1738",-43.17605081750855,-71.55341165515867,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.99516951653852,91.32916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.835856077199,2234.0721804002296,10.496354370117189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-71.53473062018357,-43.180586714787765],[-71.53436265716121,-43.171697451187015],[-71.57123471734944,-43.17087424552166],[-71.57166186379108,-43.1810470843384],[-71.53473062018357,-43.180586714787765]]]}"
00000000000000000007,0.0,2744778.01726672,2749662.58992905,3000,0,477.10769230769233,0.0,"98,1738","98,1738",-43.17622611612469,-71.51657405700205,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.98583113877667,83.8048076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.1697634984623,4765.8161106831585,10.272828580416169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-71.49779925127112,-43.1801144151205],[-71.49748903553784,-43.17250874985288],[-71.53436265716121,-43.171697451187015],[-71.53473062018357,-43.180586714787765],[-71.49779925127112,-43.1801144151205]]]}"
00000000000000000008,0.0,2317587.61598306,2321696.259155395,3000,0,572.8275862068965,53.75353755982086,"99,1738","99,1738",-43.17638949728356,-71.4797594989168,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.98281294540999,75.01636904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.4528019960476,639.0273090865936,9.759821646554132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-71.46086798545215,-43.17963028868189],[-71.46061398961787,-43.1733082991952],[-71.49748903553784,-43.17250874985288],[-71.49779925127112,-43.1801144151205],[-71.46086798545215,-43.17963028868189]]]}"
00000000000000000009,0.0,1890391.37581738,1893729.9784977317,3000,0,652.0624999999999,71.4259987778767,"100,1738","100,1738",-43.176540908534875,-71.4429840431165,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9929359701856,66.12044270833331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.162890696525574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-71.423936779402,-43.17913425061924],[-71.42373738479003,-43.17409585410798],[-71.46061398961787,-43.1733082991952],[-71.46086798545215,-43.17963028868189],[-71.423936779402,-43.17913425061924]]]}"
