WKT,id,area_m2,cell_size_m,grid_id
"POLYGON ((-71.7422393509545 -42.0322902054826,-71.7060376437784 -42.0331500363649,-71.7048927441251 -42.0061603048037,-71.7410791811608 -42.0053012825872,-71.7422393509545 -42.0322902054826))","91,1781",8982201.00276171,"3000","91,1781"
"POLYGON ((-71.7060376437784 -42.0331500363649,-71.6698343685266 -42.0339984627998,-71.6687047415023 -42.0070079332775,-71.7048927441251 -42.0061603048037,-71.7060376437784 -42.0331500363649))","92,1781",8982496.29695275,"3000","92,1781"
"POLYGON ((-71.6698343685266 -42.0339984627998,-71.6336295460599 -42.0348354834018,-71.6325151941202 -42.0078441666252,-71.6687047415023 -42.0070079332775,-71.6698343685266 -42.0339984627998))","93,1781",8982787.64893373,"3000","93,1781"
"POLYGON ((-71.6336295460599 -42.0348354834018,-71.5974231972448 -42.0356610968041,-71.5963241228126 -42.0086690034819,-71.6325151941202 -42.0078441666252,-71.6336295460599 -42.0348354834018))","94,1781",8983075.05818868,"3000","94,1781"
"POLYGON ((-71.5974231972448 -42.0356610968041,-71.5612153429535 -42.036475301658,-71.5601315484185 -42.0094824425012,-71.5963241228126 -42.0086690034819,-71.5974231972448 -42.0356610968041))","95,1781",8983358.52422533,"3000","95,1781"
"POLYGON ((-71.5612153429535 -42.036475301658,-71.5250060040635 -42.0372780966336,-71.5239374917825 -42.0102844823553,-71.5601315484185 -42.0094824425012,-71.5612153429535 -42.036475301658))","96,1781",8983638.04654562,"3000","96,1781"
"POLYGON ((-71.5250060040635 -42.0372780966336,-71.4887952014579 -42.0380694804196,-71.4877419737547 -42.0110751217348,-71.5239374917825 -42.0102844823553,-71.5250060040635 -42.0372780966336))","97,1781",8983913.62465055,"3000","97,1781"
"POLYGON ((-71.4887952014579 -42.0380694804196,-71.4525829560251 -42.038849451723,-71.4515450151904 -42.0118543593489,-71.4877419737547 -42.0110751217348,-71.4887952014579 -42.0380694804196))","98,1781",8984185.2580639,"3000","98,1781"
"POLYGON ((-71.4525829560251 -42.038849451723,-71.4163692886588 -42.0396180092696,-71.4153466369503 -42.012622193925,-71.4515450151904 -42.0118543593489,-71.4525829560251 -42.038849451723))","99,1781",8984452.94631595,"3000","99,1781"
"POLYGON ((-71.4163692886588 -42.0396180092696,-71.3801542202577 -42.0403751518035,-71.3791468599002 -42.0133786242096,-71.4153466369503 -42.012622193925,-71.4163692886588 -42.0396180092696))","100,1781",8984716.68892817,"3000","100,1781"
"POLYGON ((-71.3801542202577 -42.0403751518035,-71.3439377717258 -42.0411208780876,-71.3429457049109 -42.0141236489673,-71.3791468599002 -42.0133786242096,-71.3801542202577 -42.0403751518035))","101,1781",8984976.48544988,"3000","101,1781"
"POLYGON ((-71.3439377717258 -42.0411208780876,-71.3077199639722 -42.0418551869032,-71.3067431928585 -42.0148572669813,-71.3429457049109 -42.0141236489673,-71.3439377717258 -42.0411208780876))","102,1781",8985232.33541365,"3000","102,1781"
"POLYGON ((-71.3077199639722 -42.0418551869032,-71.2715008179108 -42.0425780770503,-71.2705393446237 -42.0155794770535,-71.3067431928585 -42.0148572669813,-71.3077199639722 -42.0418551869032))","103,1781",8985484.23838327,"3000","103,1781"
"POLYGON ((-71.246702109804 -42.0160487447868,-71.2705393446237 -42.0155794770535,-71.2715008179108 -42.0425780770503,-71.2557518524864 -42.0428888316122,-71.2496629926668 -42.0248258663463,-71.246702109804 -42.0160487447868))","104,1781",4911328.37703735,"3000","104,1781"
"POLYGON ((-71.7767451402457 -41.9925035345255,-71.7760902016013 -41.9774426103816,-71.7838602285119 -41.9772543084059,-71.7833002214602 -41.9784915633183,-71.7822421300862 -41.9796604195665,-71.7811879266208 -41.9814237260924,-71.7795310039128 -41.9825467248314,-71.7788193272427 -41.9839441313881,-71.7779834852369 -41.9866239666063,-71.7780738026133 -41.988197168718,-71.7780755220821 -41.9894440496262,-71.7780767890592 -41.9907891880817,-71.7771861029718 -41.9919717398685,-71.7767451402457 -41.9925035345255))","89,1782",433023.94503602,"3000","89,1782"
"POLYGON ((-71.7746487267057 -42.0044941601103,-71.7410791811608 -42.0053012825872,-71.7399205977774 -41.9783122062548,-71.7760902016013 -41.9774426103816,-71.7767451402457 -41.9925035345255,-71.7764942403547 -41.9928061114383,-71.7762666357809 -41.9945128097563,-71.7760577643247 -41.9960005723417,-71.7757567647522 -41.9964022078238,-71.7752396529837 -41.9969330274874,-71.7750273418911 -41.9976878251285,-71.7744205440713 -41.9981737921805,-71.7740237040139 -41.9985618309188,-71.7735909351205 -41.9989631521957,-71.7736141030225 -41.9992000726877,-71.7736548278461 -41.9995308195045,-71.7737556443873 -41.9998305012798,-71.7739705808038 -42.0000275501932,-71.7741258779317 -42.0001753206071,-71.7741557427555 -42.0002021619488,-71.7743765613661 -42.0004394649987,-71.7744541193422 -42.0005289932744,-71.7746926756137 -42.0008333693206,-71.7748537643466 -42.00103030455,-71.7750203734514 -42.0013657750275,-71.775044174745 -42.001423963857,-71.775317210752 -42.002130555574,-71.7753230026966 -42.002211038116,-71.7753571208682 -42.0027295331071,-71.7751570272426 -42.0033994707308,-71.7747220878884 -42.0043951647035,-71.7746487267057 -42.0044941601103))","90,1782",8787642.59275547,"3000","90,1782"
"POLYGON ((-71.7410791811608 -42.0053012825872,-71.7048927441251 -42.0061603048037,-71.7037494100598 -41.9791704204806,-71.7399205977774 -41.9783122062548,-71.7410791811608 -42.0053012825872))","91,1782",8982257.44159303,"3000","91,1782"
"POLYGON ((-71.7048927441251 -42.0061603048037,-71.6687047415023 -42.0070079332775,-71.667576659238 -41.9800172516594,-71.7037494100598 -41.9791704204806,-71.7048927441251 -42.0061603048037))","92,1782",8982552.74137374,"3000","92,1782"
"POLYGON ((-71.6687047415023 -42.0070079332775,-71.6325151941202 -42.0078441666252,-71.6314023661071 -41.9808526984101,-71.667576659238 -41.9800172516594,-71.6687047415023 -42.0070079332775))","93,1782",8982844.0988701,"3000","93,1782"
"POLYGON ((-71.6325151941202 -42.0078441666252,-71.5963241228126 -42.0086690034819,-71.5952265514677 -41.9816767593697,-71.6314023661071 -41.9808526984101,-71.6325151941202 -42.0078441666252))","94,1782",8983131.51356844,"3000","94,1782"
"POLYGON ((-71.5963241228126 -42.0086690034819,-71.5601315484185 -42.0094824425012,-71.5590492361262 -41.982489433194,-71.5952265514677 -41.9816767593697,-71.5963241228126 -42.0086690034819))","95,1782",8983414.98497346,"3000","95,1782"
"POLYGON ((-71.5601315484185 -42.0094824425012,-71.5239374917825 -42.0102844823553,-71.5228704408942 -41.9832907185572,-71.5590492361262 -41.982489433194,-71.5601315484185 -42.0094824425012))","96,1782",8983694.51258101,"3000","96,1782"
"POLYGON ((-71.5239374917825 -42.0102844823553,-71.4877419737547 -42.0110751217348,-71.4866901865888 -41.984080614152,-71.5228704408942 -41.9832907185572,-71.5239374917825 -42.0102844823553))","97,1782",8983970.09590722,"3000","97,1782"
"POLYGON ((-71.4877419737547 -42.0110751217348,-71.4515450151904 -42.0118543593489,-71.4505084940324 -41.9848591186895,-71.4866901865888 -41.984080614152,-71.4877419737547 -42.0110751217348))","98,1782",8984241.73446843,"3000","98,1782"
"POLYGON ((-71.4515450151904 -42.0118543593489,-71.4153466369503 -42.012622193925,-71.4143253840528 -41.9856262308993,-71.4505084940324 -41.9848591186895,-71.4515450151904 -42.0118543593489))","99,1782",8984509.42778821,"3000","99,1782"
"POLYGON ((-71.4153466369503 -42.012622193925,-71.3791468599002 -42.0133786242096,-71.3781408774827 -41.9863819495295,-71.4143253840528 -41.9856262308993,-71.4153466369503 -42.012622193925))","100,1782",8984773.17539509,"3000","100,1782"
"POLYGON ((-71.3791468599002 -42.0133786242096,-71.3429457049109 -42.0141236489673,-71.3419549951601 -41.9871262733469,-71.3781408774827 -41.9863819495295,-71.3791468599002 -42.0133786242096))","101,1782",8985032.97683206,"3000","101,1782"
"POLYGON ((-71.3429457049109 -42.0141236489673,-71.3067431928585 -42.0148572669813,-71.3057677579279 -41.9878592011366,-71.3419549951601 -41.9871262733469,-71.3429457049109 -42.0141236489673))","102,1782",8985288.83164045,"3000","102,1782"
"POLYGON ((-71.3067431928585 -42.0148572669813,-71.2705393446237 -42.0155794770535,-71.2695791866339 -41.9885807317021,-71.3057677579279 -41.9878592011366,-71.3067431928585 -42.0148572669813))","103,1782",8985540.73937642,"3000","103,1782"
"POLYGON ((-71.2380177177384 -41.9892006780276,-71.2695791866339 -41.9885807317021,-71.2705393446237 -42.0155794770535,-71.246702109804 -42.0160487447868,-71.2378889238579 -41.9899084977613,-71.2380177177384 -41.9892006780276))","104,1782",6920506.52135747,"3000","104,1782"
"POLYGON ((-71.7838602285119 -41.9772543084059,-71.7760902016013 -41.9774426103816,-71.7749179760938 -41.9504541986719,-71.7917935926665 -41.9500447724448,-71.791339050004 -41.950602004136,-71.7906275804917 -41.9521469749923,-71.7906543669583 -41.9530989279224,-71.790806760192 -41.9541091981916,-71.7910113688081 -41.9556289967317,-71.7918740537662 -41.9572930706819,-71.7927973675289 -41.9587516372773,-71.7932716473364 -41.9602093795589,-71.793807371823 -41.9611935329434,-71.7937822145108 -41.9615465543905,-71.7936014075825 -41.9619305788444,-71.7931810627528 -41.9622872902481,-71.7924665205235 -41.9629117084369,-71.7913122635946 -41.9643128667156,-71.7901186372008 -41.966750776432,-71.7897052559247 -41.9686269768039,-71.7893167602949 -41.9702306419847,-71.7881574242776 -41.9713055562921,-71.7865542016326 -41.9725807390338,-71.7860723102172 -41.973415496492,-71.7856301459271 -41.9749028741423,-71.7848548637629 -41.9757058316221,-71.7841450088128 -41.9766251078689,-71.7838602285119 -41.9772543084059))","89,1783",3617201.80475406,"3000","89,1783"
"POLYGON ((-71.7760902016013 -41.9774426103816,-71.7399205977774 -41.9783122062548,-71.7387635982885 -41.9513229765436,-71.7749179760938 -41.9504541986719,-71.7760902016013 -41.9774426103816))","90,1783",8982014.62809626,"3000","90,1783"
"POLYGON ((-71.7399205977774 -41.9783122062548,-71.7037494100598 -41.9791704204806,-71.7026076390997 -41.9521803834526,-71.7387635982885 -41.9513229765436,-71.7399205977774 -41.9783122062548))","91,1783",8982313.87530467,"3000","91,1783"
"POLYGON ((-71.7037494100598 -41.9791704204806,-71.667576659238 -41.9800172516594,-71.6664501192838 -41.9530264180015,-71.7026076390997 -41.9521803834526,-71.7037494100598 -41.9791704204806))","92,1783",8982609.18067828,"3000","92,1783"
"POLYGON ((-71.667576659238 -41.9800172516594,-71.6314023661071 -41.9808526984101,-71.6302910596033 -41.9538610788112,-71.6664501192838 -41.9530264180015,-71.667576659238 -41.9800172516594))","93,1783",8982900.54368893,"3000","93,1783"
"POLYGON ((-71.6314023661071 -41.9808526984101,-71.5952265514677 -41.9816767593697,-71.594130480826 -41.954684364521,-71.6302910596033 -41.9538610788112,-71.6314023661071 -41.9808526984101))","94,1783",8983187.96383028,"3000","94,1783"
"POLYGON ((-71.5952265514677 -41.9816767593697,-71.5590492361262 -41.982489433194,-71.5579684037253 -41.9554962737887,-71.594130480826 -41.954684364521,-71.5952265514677 -41.9816767593697))","95,1783",8983471.44059882,"3000","95,1783"
"POLYGON ((-71.5590492361262 -41.982489433194,-71.5228704408942 -41.9832907185572,-71.5218048490801 -41.9562968052905,-71.5579684037253 -41.9554962737887,-71.5590492361262 -41.982489433194))","96,1783",8983750.97349731,"3000","96,1783"
"POLYGON ((-71.5228704408942 -41.9832907185572,-71.4866901865888 -41.984080614152,-71.4856398376747 -41.9570859577212,-71.5218048490801 -41.9562968052905,-71.5228704408942 -41.9832907185572))","97,1783",8984026.56204048,"3000","97,1783"
"POLYGON ((-71.4866901865888 -41.984080614152,-71.4505084940324 -41.9848591186895,-71.4494733902986 -41.9578637297939,-71.4856398376747 -41.9570859577212,-71.4866901865888 -41.984080614152))","98,1783",8984298.20574519,"3000","98,1783"
"POLYGON ((-71.4505084940324 -41.9848591186895,-71.4143253840528 -41.9856262308993,-71.4133055277465 -41.9586301202401,-71.4494733902986 -41.9578637297939,-71.4505084940324 -41.9848591186895))","99,1783",8984565.90413186,"3000","99,1783"
"POLYGON ((-71.4143253840528 -41.9856262308993,-71.3781408774827 -41.9863819495295,-71.3771362708186 -41.9593851278101,-71.4133055277465 -41.9586301202401,-71.4143253840528 -41.9856262308993))","100,1783",8984829.65673168,"3000","100,1783"
"POLYGON ((-71.3781408774827 -41.9863819495295,-71.3419549951601 -41.9871262733469,-71.3409656403196 -41.9601287512722,-71.3771362708186 -41.9593851278101,-71.3781408774827 -41.9863819495295))","101,1783",8985089.46309297,"3000","101,1783"
"POLYGON ((-71.3419549951601 -41.9871262733469,-71.3057677579279 -41.9878592011366,-71.3047936570598 -41.9608609894137,-71.3409656403196 -41.9601287512722,-71.3419549951601 -41.9871262733469))","102,1783",8985345.32275038,"3000","102,1783"
"POLYGON ((-71.3057677579279 -41.9878592011366,-71.2695791866339 -41.9885807317021,-71.2686203418539 -41.9615818410399,-71.3047936570598 -41.9608609894137,-71.3057677579279 -41.9878592011366))","103,1783",8985597.23525233,"3000","103,1783"
"POLYGON ((-71.242949204267 -41.9620864799998,-71.2686203418539 -41.9615818410399,-71.2695791866339 -41.9885807317021,-71.2380177177384 -41.9892006780276,-71.242949204267 -41.9620864799998))","104,1783",7106695.53096016,"3000","104,1783"
"MULTIPOLYGON (((-71.7738921644861 -41.9268054877194,-71.7737473527217 -41.9234656329603,-71.7741939119108 -41.9234548363248,-71.7742036169671 -41.923884987515,-71.7739928436834 -41.9259626340973,-71.7738921644861 -41.9268054877194)),((-71.7917935926665 -41.9500447724448,-71.7749179760938 -41.9504541986719,-71.7743740556396 -41.9379170276315,-71.7751591087238 -41.9380849989736,-71.7758888932823 -41.9382204994838,-71.7769228424076 -41.9386514762894,-71.7786658423424 -41.9400537250598,-71.7799535385663 -41.9415532639985,-71.7806688326321 -41.9424484640372,-71.7814507312076 -41.9430934857899,-71.7835499927781 -41.943647131148,-71.7839206675354 -41.9437774388934,-71.7846509751929 -41.9437788446999,-71.7858182875404 -41.9437496997632,-71.7863627120976 -41.9438446226252,-71.786751573288 -41.9439123370229,-71.7882835750083 -41.94404478489,-71.7892831865764 -41.9440823688469,-71.7904503915785 -41.9440845035037,-71.790977161804 -41.9440809957546,-71.7926474185866 -41.9440483186632,-71.7934017777924 -41.9440228273588,-71.793836239384 -41.9448057260581,-71.7939755999863 -41.9461243055219,-71.7939779528271 -41.9472683894224,-71.7942025585517 -41.9481446730309,-71.7921144069924 -41.9496514736847,-71.7917935926665 -41.9500447724448)))","89,1784",1364245.97045917,"3000","89,1784"
"POLYGON ((-71.7743740556396 -41.9379170276315,-71.7749179760938 -41.9504541986719,-71.7387635982885 -41.9513229765436,-71.7376081801842 -41.9243335935119,-71.7737473527217 -41.9234656329603,-71.7738921644861 -41.9268054877194,-71.7738263245468 -41.9273566662695,-71.7728121849473 -41.9281367620201,-71.7726717291667 -41.9289230036492,-71.7724944398562 -41.9299907691293,-71.7721382319423 -41.9308481121047,-71.7723147974488 -41.9317020369515,-71.7729213277346 -41.9328116183171,-71.7726720911662 -41.9338791760211,-71.7725991482561 -41.935881185481,-71.7728585208616 -41.9370213236721,-71.7730299274863 -41.9376294211313,-71.7743740556396 -41.9379170276315))","90,1784",8841578.14989038,"3000","90,1784"
"POLYGON ((-71.7387635982885 -41.9513229765436,-71.7026076390997 -41.9521803834526,-71.7014674287674 -41.9251901937768,-71.7376081801842 -41.9243335935119,-71.7387635982885 -41.9513229765436))","91,1784",8982370.30387328,"3000","91,1784"
"POLYGON ((-71.7026076390997 -41.9521803834526,-71.6664501192838 -41.9530264180015,-71.6653251191952 -41.9260354323596,-71.7014674287674 -41.9251901937768,-71.7026076390997 -41.9521803834526))","92,1784",8982665.61483253,"3000","92,1784"
"POLYGON ((-71.6664501192838 -41.9530264180015,-71.6302910596033 -41.9538610788112,-71.6291812721971 -41.9268693078833,-71.6653251191952 -41.9260354323596,-71.6664501192838 -41.9530264180015))","93,1784",8982956.98335633,"3000","93,1784"
"POLYGON ((-71.6302910596033 -41.9538610788112,-71.594130480826 -41.954684364521,-71.5930359085084 -41.9276918189893,-71.6291812721971 -41.9268693078833,-71.6302910596033 -41.9538610788112))","94,1784",8983244.4089378,"3000","94,1784"
"POLYGON ((-71.594130480826 -41.954684364521,-71.5579684037253 -41.9554962737887,-71.5568890488697 -41.9285029643376,-71.5930359085084 -41.9276918189893,-71.594130480826 -41.954684364521))","95,1784",8983527.8910758,"3000","95,1784"
"POLYGON ((-71.5579684037253 -41.9554962737887,-71.5218048490801 -41.9562968052905,-71.5207407140271 -41.9293027426065,-71.5568890488697 -41.9285029643376,-71.5579684037253 -41.9554962737887))","96,1784",8983807.42926887,"3000","96,1784"
"POLYGON ((-71.5218048490801 -41.9562968052905,-71.4856398376747 -41.9570859577212,-71.4845909247321 -41.9300911524926,-71.5207407140271 -41.9293027426065,-71.5218048490801 -41.9562968052905))","97,1784",8984083.0230269,"3000","97,1784"
"POLYGON ((-71.4856398376747 -41.9570859577212,-71.4494733902986 -41.9578637297939,-71.4484397017414 -41.9308681927111,-71.4845909247321 -41.9300911524926,-71.4856398376747 -41.9570859577212))","98,1784",8984354.67187226,"3000","98,1784"
"POLYGON ((-71.4494733902986 -41.9578637297939,-71.4133055277465 -41.9586301202401,-71.4122870658171 -41.9316338619956,-71.4484397017414 -41.9308681927111,-71.4494733902986 -41.9578637297939))","99,1784",8984622.37532579,"3000","99,1784"
"POLYGON ((-71.4133055277465 -41.9586301202401,-71.3771362708186 -41.9593851278101,-71.3761330377262 -41.9323881590981,-71.4122870658171 -41.9316338619956,-71.4133055277465 -41.9586301202401))","100,1784",8984886.13292067,"3000","100,1784"
"POLYGON ((-71.3771362708186 -41.9593851278101,-71.3409656403196 -41.9601287512722,-71.339977638241 -41.933131082789,-71.3761330377262 -41.9323881590981,-71.3771362708186 -41.9593851278101))","101,1784",8985145.94419923,"3000","101,1784"
"POLYGON ((-71.3409656403196 -41.9601287512722,-71.3047936570598 -41.9608609894137,-71.3038208881385 -41.9338626318574,-71.339977638241 -41.933131082789,-71.3409656403196 -41.9601287512722))","102,1784",8985401.8086956,"3000","102,1784"
"POLYGON ((-71.3047936570598 -41.9608609894137,-71.2686203418539 -41.9615818410399,-71.2676628082009 -41.9345828051106,-71.3038208881385 -41.9338626318574,-71.3047936570598 -41.9608609894137))","103,1784",8985653.72597311,"3000","103,1784"
"POLYGON ((-71.2478781927977 -41.934972030546,-71.2676628082009 -41.9345828051106,-71.2686203418539 -41.9615818410399,-71.242949204267 -41.9620864799998,-71.2466580581942 -41.9416791807454,-71.2478781927977 -41.934972030546))","104,1784",5646884.12740232,"3000","104,1784"
"POLYGON ((-71.7741939119108 -41.9234548363248,-71.7737473527217 -41.9234656329603,-71.772578328948 -41.8964769133061,-71.7824698875656 -41.896237479697,-71.7824954316141 -41.8963716304104,-71.7827508143744 -41.8969128889765,-71.7829225777184 -41.8974137042447,-71.7829688216799 -41.897892001876,-71.7825659288599 -41.8985124246706,-71.7822298224685 -41.8988470068009,-71.7818748017925 -41.8994362445016,-71.7817500965014 -41.900933091316,-71.7809230403753 -41.9013739636505,-71.7803548057015 -41.9013729161864,-71.7797198730801 -41.9016040326042,-71.7787069285199 -41.9021741892924,-71.7780579653998 -41.9030130957784,-71.7764594888119 -41.9050702428677,-71.7760573118301 -41.9054716321329,-71.7757562217581 -41.9060386490053,-71.773797183689 -41.9085151320087,-71.7733239611302 -41.910364397839,-71.7734333752431 -41.9115622924855,-71.773382152429 -41.9125185442068,-71.7734896660295 -41.9142527615295,-71.7739568248774 -41.9158223517863,-71.774560818091 -41.9176066642385,-71.7748136731695 -41.9188942778864,-71.7745586461066 -41.9199260847048,-71.7741674171858 -41.9222804975331,-71.7741939119108 -41.9234548363248))","89,1785",758488.939457328,"3000","89,1785"
"POLYGON ((-71.7737473527217 -41.9234656329603,-71.7376081801842 -41.9243335935119,-71.7364543409602 -41.8973440572181,-71.772578328948 -41.8964769133061,-71.7737473527217 -41.9234656329603))","90,1785",8982127.4686842,"3000","90,1785"
"POLYGON ((-71.7376081801842 -41.9243335935119,-71.7014674287674 -41.9251901937768,-71.7003287765915 -41.8981998515102,-71.7364543409602 -41.8973440572181,-71.7376081801842 -41.9243335935119))","91,1785",8982426.72722692,"3000","91,1785"
"POLYGON ((-71.7014674287674 -41.9251901937768,-71.6653251191952 -41.9260354323596,-71.6642016565333 -41.8990442947894,-71.7003287765915 -41.8981998515102,-71.7014674287674 -41.9251901937768))","92,1785",8982722.04377928,"3000","92,1785"
"POLYGON ((-71.6653251191952 -41.9260354323596,-71.6291812721971 -41.9268693078833,-71.6280730014826 -41.8998773856809,-71.6642016565333 -41.8990442947894,-71.6653251191952 -41.9260354323596))","93,1785",8983013.41781439,"3000","93,1785"
"POLYGON ((-71.6291812721971 -41.9268693078833,-71.5930359085084 -41.9276918189893,-71.5919428321418 -41.9006991228281,-71.6280730014826 -41.8998773856809,-71.6291812721971 -41.9268693078833))","94,1785",8983300.84883609,"3000","94,1785"
"POLYGON ((-71.5930359085084 -41.9276918189893,-71.5568890488697 -41.9285029643376,-71.5558111692189 -41.9015095048931,-71.5919428321418 -41.9006991228281,-71.5930359085084 -41.9276918189893))","95,1785",8983584.33633918,"3000","95,1785"
"POLYGON ((-71.5568890488697 -41.9285029643376,-71.5207407140271 -41.9293027426065,-71.5196780334274 -41.9023085305562,-71.5558111692189 -41.9015095048931,-71.5568890488697 -41.9285029643376))","96,1785",8983863.87982137,"3000","96,1785"
"POLYGON ((-71.5207407140271 -41.9293027426065,-71.4845909247321 -41.9300911524926,-71.4835434454861 -41.9030961985162,-71.5196780334274 -41.9023085305562,-71.5207407140271 -41.9293027426065))","97,1785",8984139.47879896,"3000","97,1785"
"POLYGON ((-71.4845909247321 -41.9300911524926,-71.4484397017414 -41.9308681927111,-71.4474074261189 -41.9038725074901,-71.4835434454861 -41.9030961985162,-71.4845909247321 -41.9300911524926))","98,1785",8984411.13278813,"3000","98,1785"
"POLYGON ((-71.4484397017414 -41.9308681927111,-71.4122870658171 -41.9316338619956,-71.4112699960551 -41.9046374562135,-71.4474074261189 -41.9038725074901,-71.4484397017414 -41.9308681927111))","99,1785",8984678.84130782,"3000","99,1785"
"POLYGON ((-71.4122870658171 -41.9316338619956,-71.3761330377262 -41.9323881590981,-71.3751311760291 -41.9053910434404,-71.4112699960551 -41.9046374562135,-71.4122870658171 -41.9316338619956))","100,1785",8984942.60389977,"3000","100,1785"
"POLYGON ((-71.3761330377262 -41.9323881590981,-71.339977638241 -41.933131082789,-71.3389909867803 -41.9061332679431,-71.3751311760291 -41.9053910434404,-71.3761330377262 -41.9323881590981))","101,1785",8985202.42009291,"3000","101,1785"
"POLYGON ((-71.339977638241 -41.933131082789,-71.3038208881385 -41.9338626318574,-71.3028494490531 -41.9068641285125,-71.3389909867803 -41.9061332679431,-71.339977638241 -41.933131082789))","102,1785",8985458.2894405,"3000","102,1785"
"POLYGON ((-71.3038208881385 -41.9338626318574,-71.2676628082009 -41.9345828051106,-71.2667065835968 -41.9075836239578,-71.3028494490531 -41.9068641285125,-71.3038208881385 -41.9338626318574))","103,1785",8985710.21148136,"3000","103,1785"
"POLYGON ((-71.2528081512986 -41.9078572622352,-71.2667065835968 -41.9075836239578,-71.2676628082009 -41.9345828051106,-71.2478781927977 -41.934972030546,-71.2528081512986 -41.9078572622352))","104,1785",4186016.57822795,"3000","104,1785"
"POLYGON ((-71.7824698875656 -41.896237479697,-71.772578328948 -41.8964769133061,-71.7714109022416 -41.869488039769,-71.7916401346358 -41.8689977199605,-71.791651799267 -41.8692166376168,-71.791602479742 -41.8696679020794,-71.7916066424912 -41.8702176143883,-71.7915815755007 -41.8705751332053,-71.7914908094501 -41.8709100989572,-71.7913159738744 -41.8713388470924,-71.7910817736887 -41.8716691334305,-71.7909193356697 -41.8719771896659,-71.790870378011 -41.8723123060197,-71.7910306441818 -41.8726701128394,-71.7913164263475 -41.8730504927132,-71.7916741514162 -41.8733550566274,-71.7918227433967 -41.873641342974,-71.7918221099353 -41.873833478994,-71.7917975859286 -41.8740255957195,-71.7914618511833 -41.8743110269594,-71.7909163493432 -41.8747166945545,-71.7905854099012 -41.8753596448598,-71.7894420961132 -41.8775474329328,-71.7890148681877 -41.8783555936542,-71.7889164093096 -41.8791910985024,-71.7889860906879 -41.8798079665348,-71.7891566742579 -41.8806886900202,-71.7891310641043 -41.8811846503531,-71.7889626524078 -41.8814927650672,-71.7886800354824 -41.8819704504257,-71.7883733465167 -41.8824748465909,-71.788086023304 -41.8825413796641,-71.7876066680675 -41.8828264985117,-71.7873713792243 -41.8834472750945,-71.7873041408808 -41.8838984863377,-71.7873207016047 -41.8843052472538,-71.7875402442347 -41.8848240307791,-71.7878971590553 -41.8854235719841,-71.7880147128101 -41.8860404990109,-71.7880135363678 -41.8863980744673,-71.7880602320739 -41.8867288659001,-71.7880837609155 -41.8868495242093,-71.7883217641006 -41.8872298569502,-71.7887756890774 -41.8892328438081,-71.7889403905648 -41.8900598860863,-71.7887173195739 -41.8906136554249,-71.7884594981825 -41.8908143360443,-71.7878011432158 -41.8909203296259,-71.7875850396003 -41.8911567903969,-71.7871814286054 -41.8920364719319,-71.7866172773193 -41.8926119259302,-71.7861495033883 -41.8929864758984,-71.7844903438494 -41.8936805411885,-71.7839924314221 -41.8941086454561,-71.783619765818 -41.8946441831584,-71.7827811308828 -41.8950090551157,-71.782492988192 -41.8953213784522,-71.782371993524 -41.8957233603266,-71.7824698875656 -41.896237479697))","89,1786",4125573.76405349,"3000","89,1786"
"POLYGON ((-71.772578328948 -41.8964769133061,-71.7364543409602 -41.8973440572181,-71.7353020781178 -41.8703543677203,-71.7714109022416 -41.869488039769,-71.772578328948 -41.8964769133061))","90,1786",8982183.88112418,"3000","90,1786"
"POLYGON ((-71.7364543409602 -41.8973440572181,-71.7003287765915 -41.8981998515102,-71.699191680106 -41.8712093567099,-71.7353020781178 -41.8703543677203,-71.7364543409602 -41.8973440572181))","91,1786",8982483.14532589,"3000","91,1786"
"POLYGON ((-71.7003287765915 -41.8981998515102,-71.6642016565333 -41.8990442947894,-71.663079728865 -41.872053005347,-71.699191680106 -41.8712093567099,-71.7003287765915 -41.8981998515102))","92,1786",8982778.46746783,"3000","92,1786"
"POLYGON ((-71.6642016565333 -41.8990442947894,-71.6280730014826 -41.8998773856809,-71.626966245059 -41.8728853122588,-71.663079728865 -41.872053005347,-71.6642016565333 -41.8990442947894))","93,1786",8983069.84702224,"3000","93,1786"
"POLYGON ((-71.6280730014826 -41.8998773856809,-71.5919428321418 -41.9006991228281,-71.5908512493582 -41.873706276091,-71.626966245059 -41.8728853122588,-71.6280730014826 -41.8998773856809))","94,1786",8983357.28348192,"3000","94,1786"
"POLYGON ((-71.5919428321418 -41.9006991228281,-71.5558111692189 -41.9015095048931,-71.5547347624377 -41.8745158955077,-71.5908512493582 -41.873706276091,-71.5919428321418 -41.9006991228281))","95,1786",8983640.77634946,"3000","95,1786"
"POLYGON ((-71.5558111692189 -41.9015095048931,-71.5196780334274 -41.9023085305562,-71.5186168049785 -41.8753141691911,-71.5547347624377 -41.8745158955077,-71.5558111692189 -41.9015095048931))","96,1786",8983920.32512233,"3000","96,1786"
"POLYGON ((-71.5196780334274 -41.9023085305562,-71.4835434454861 -41.9030961985162,-71.4824973976667 -41.8761010958422,-71.5186168049785 -41.8753141691911,-71.5196780334274 -41.9023085305562))","97,1786",8984195.92931488,"3000","97,1786"
"POLYGON ((-71.4835434454861 -41.9030961985162,-71.4474074261189 -41.9038725074901,-71.4463765611937 -41.8768766741799,-71.4824973976667 -41.8761010958422,-71.4835434454861 -41.9030961985162))","98,1786",8984467.58844389,"3000","98,1786"
