WKT,id,area_m2,cell_size_m,grid_id
"POLYGON ((-71.7339805047167 -42.4017053275399,-71.7218428244883 -42.4019943610766,-71.7214537972464 -42.3929984987713,-71.7335897479188 -42.3927095557497,-71.7339805047167 -42.4017053275399))","275,5302",997945.465927188,"1000","275,5302"
"POLYGON ((-71.7218428244883 -42.4019943610766,-71.7097049661857 -42.4022821110975,-71.709317668595 -42.3932861586783,-71.7214537972464 -42.3929984987713,-71.7218428244883 -42.4019943610766))","276,5302",997956.399848928,"1000","276,5302"
"POLYGON ((-71.7097049661857 -42.4022821110975,-71.6975669305984 -42.4025685775499,-71.6971813627537 -42.3935725354178,-71.709317668595 -42.3932861586783,-71.7097049661857 -42.4022821110975))","277,5302",997967.285116772,"1000","277,5302"
"POLYGON ((-71.6975669305984 -42.4025685775499,-71.6854287185159 -42.4028537603813,-71.6850448805116 -42.3938576289376,-71.6971813627537 -42.3935725354178,-71.6975669305984 -42.4025685775499))","278,5302",997978.121728528,"1000","278,5302"
"POLYGON ((-71.6854287185159 -42.4028537603813,-71.673290330728 -42.4031376595396,-71.6729082226579 -42.3941414391855,-71.6850448805116 -42.3938576289376,-71.6854287185159 -42.4028537603813))","279,5302",997988.909681453,"1000","279,5302"
"POLYGON ((-71.673290330728 -42.4031376595396,-71.6611517680242 -42.4034202749729,-71.6607713899819 -42.3944239661096,-71.6729082226579 -42.3941414391855,-71.673290330728 -42.4031376595396))","280,5302",997999.648973358,"1000","280,5302"
"POLYGON ((-71.6611517680242 -42.4034202749729,-71.6490130311945 -42.4037016066293,-71.6486343832731 -42.3947052096581,-71.6607713899819 -42.3944239661096,-71.6611517680242 -42.4034202749729))","281,5302",998010.339605291,"1000","281,5302"
"POLYGON ((-71.6490130311945 -42.4037016066293,-71.6368741210287 -42.4039816544575,-71.6364972033208 -42.3949851697797,-71.6486343832731 -42.3947052096581,-71.6490130311945 -42.4037016066293))","282,5302",998020.981568382,"1000","282,5302"
"POLYGON ((-71.6368741210287 -42.4039816544575,-71.6247350383167 -42.4042604184061,-71.6243598509147 -42.395263846423,-71.6364972033208 -42.3949851697797,-71.6368741210287 -42.4039816544575))","283,5302",998031.574866961,"1000","283,5302"
"POLYGON ((-71.6247350383167 -42.4042604184061,-71.6125957838486 -42.4045378984242,-71.6122223268442 -42.3955412395372,-71.6243598509147 -42.395263846423,-71.6247350383167 -42.4042604184061))","284,5302",998042.119495497,"1000","284,5302"
"POLYGON ((-71.6125957838486 -42.4045378984242,-71.6004563584145 -42.404814094461,-71.6000846318991 -42.3958173490714,-71.6122223268442 -42.3955412395372,-71.6125957838486 -42.4045378984242))","285,5302",998052.6154544,"1000","285,5302"
"POLYGON ((-71.6004563584145 -42.404814094461,-71.5883167628044 -42.4050890064658,-71.5879467668691 -42.396092174975,-71.6000846318991 -42.3958173490714,-71.6004563584145 -42.404814094461))","286,5302",998063.062739015,"1000","286,5302"
"POLYGON ((-71.5883167628044 -42.4050890064658,-71.5761769978087 -42.4053626343885,-71.575808732544 -42.3963657171979,-71.5879467668691 -42.396092174975,-71.5883167628044 -42.4050890064658))","287,5302",998073.461350251,"1000","287,5302"
"POLYGON ((-71.5761769978087 -42.4053626343885,-71.5640370642176 -42.4056349781788,-71.5636705297137 -42.39663797569,-71.575808732544 -42.3963657171979,-71.5761769978087 -42.4053626343885))","288,5302",998083.811283635,"1000","288,5302"
"POLYGON ((-71.5640370642176 -42.4056349781788,-71.5518969628215 -42.4059060377871,-71.551532159168 -42.3969089504014,-71.5636705297137 -42.39663797569,-71.5640370642176 -42.4056349781788))","289,5302",998094.112536816,"1000","289,5302"
"POLYGON ((-71.5518969628215 -42.4059060377871,-71.5397566944108 -42.4061758131635,-71.5393936216972 -42.3971786412825,-71.551532159168 -42.3969089504014,-71.5518969628215 -42.4059060377871))","290,5302",998104.365109113,"1000","290,5302"
"POLYGON ((-71.5397566944108 -42.4061758131635,-71.527616259776 -42.4064443042588,-71.5272549180911 -42.3974470482841,-71.5393936216972 -42.3971786412825,-71.5397566944108 -42.4061758131635))","291,5302",998114.568999075,"1000","291,5302"
"POLYGON ((-71.527616259776 -42.4064443042588,-71.5154756597078 -42.4067115110238,-71.5151160491401 -42.3977141713568,-71.5272549180911 -42.3974470482841,-71.527616259776 -42.4064443042588))","292,5302",998124.724205865,"1000","292,5302"
"POLYGON ((-71.5154756597078 -42.4067115110238,-71.5033348949967 -42.4069774334096,-71.5029770156342 -42.397980010452,-71.5151160491401 -42.3977141713568,-71.5154756597078 -42.4067115110238))","293,5302",998134.830724304,"1000","293,5302"
"POLYGON ((-71.5033348949967 -42.4069774334096,-71.4911939664334 -42.4072420713675,-71.4908378183637 -42.3982445655209,-71.5029770156342 -42.397980010452,-71.5033348949967 -42.4069774334096))","294,5302",998144.888552721,"1000","294,5302"
"POLYGON ((-71.4911939664334 -42.4072420713675,-71.4790528748088 -42.4075054248491,-71.4786984581192 -42.398507836515,-71.4908378183637 -42.3982445655209,-71.4911939664334 -42.4072420713675))","295,5302",998154.897690239,"1000","295,5302"
"POLYGON ((-71.4790528748088 -42.4075054248491,-71.4669116209136 -42.4077674938061,-71.4665589356908 -42.3987698233863,-71.4786984581192 -42.398507836515,-71.4790528748088 -42.4075054248491))","296,5302",998164.858135691,"1000","296,5302"
"POLYGON ((-71.4669116209136 -42.4077674938061,-71.4547702055388 -42.4080282781906,-71.4544192518693 -42.3990305260867,-71.4665589356908 -42.3987698233863,-71.4669116209136 -42.4077674938061))","297,5302",998174.76988592,"1000","297,5302"
"POLYGON ((-71.4547702055388 -42.4080282781906,-71.4426286294754 -42.4082877779548,-71.442279407445 -42.3992899445685,-71.4544192518693 -42.3990305260867,-71.4547702055388 -42.4080282781906))","298,5302",998184.632940136,"1000","298,5302"
"POLYGON ((-71.4426286294754 -42.4082877779548,-71.4304868935144 -42.4085459930512,-71.4301394032086 -42.3995480787843,-71.442279407445 -42.3992899445685,-71.4426286294754 -42.4082877779548))","299,5302",998194.447295633,"1000","299,5302"
"POLYGON ((-71.4304868935144 -42.4085459930512,-71.4183449984469 -42.4088029234325,-71.4179992399509 -42.3998049286868,-71.4301394032086 -42.3995480787843,-71.4304868935144 -42.4085459930512))","300,5302",998204.212949597,"1000","300,5302"
"POLYGON ((-71.4183449984469 -42.4088029234325,-71.406202945064 -42.4090585690517,-71.4058589184625 -42.4000604942289,-71.4179992399509 -42.3998049286868,-71.4183449984469 -42.4088029234325))","301,5302",998213.929902175,"1000","301,5302"
"POLYGON ((-71.406202945064 -42.4090585690517,-71.3940607341571 -42.409312929862,-71.3937184395342 -42.4003147753639,-71.4058589184625 -42.4000604942289,-71.406202945064 -42.4090585690517))","302,5302",998223.598149961,"1000","302,5302"
"POLYGON ((-71.3940607341571 -42.409312929862,-71.3819183665174 -42.4095660058168,-71.3815778039571 -42.4005677720453,-71.3937184395342 -42.4003147753639,-71.3940607341571 -42.409312929862))","303,5302",998233.217690733,"1000","303,5302"
"POLYGON ((-71.3819183665174 -42.4095660058168,-71.3697758429364 -42.4098177968698,-71.369437012522 -42.4008194842266,-71.3815778039571 -42.4005677720453,-71.3819183665174 -42.4095660058168))","304,5302",998242.78852377,"1000","304,5302"
"POLYGON ((-71.3604921514898 -42.4010041115943,-71.369437012522 -42.4008194842266,-71.3697758429364 -42.4098177968698,-71.3663228636343 -42.4098891631764,-71.3604921514898 -42.4010041115943))","305,5302",509667.194763545,"1000","305,5302"
"POLYGON ((-72.1319476274448 -42.3825103164299,-72.1218414785255 -42.3827862216096,-72.1213956326828 -42.3737935399629,-72.1314516789129 -42.37351905166,-72.1313989386114 -42.3735909245146,-72.1309956013118 -42.3738237540801,-72.1305625238173 -42.374226419146,-72.130196337355 -42.3749239945572,-72.130390865496 -42.3757236459137,-72.1307961923013 -42.3764560715044,-72.131027148781 -42.3773852985281,-72.1310938594639 -42.3775863233713,-72.1312939914208 -42.3781893208652,-72.1312643422507 -42.378426236521,-72.131157315953 -42.3791190157854,-72.1311955525486 -42.3801511911232,-72.1313954132542 -42.3805889101867,-72.1318426813099 -42.3811827326884,-72.1319938194302 -42.3813881299562,-72.1320613434335 -42.3819823865555,-72.132019581602 -42.382179077789,-72.1319476274448 -42.3825103164299))","242,5303",780453.765767116,"1000","242,5303"
"POLYGON ((-72.1218414785255 -42.3827862216096,-72.1097116393684 -42.3831161951207,-72.1092675190277 -42.374123410167,-72.1213956326828 -42.3737935399629,-72.1218414785255 -42.3827862216096))","243,5303",997571.994640765,"1000","243,5303"
"POLYGON ((-72.1097116393684 -42.3831161951207,-72.0975815970219 -42.383444887324,-72.0971392022918 -42.3744519994634,-72.1092675190277 -42.374123410167,-72.1097116393684 -42.3831161951207))","244,5303",997584.484406489,"1000","244,5303"
"POLYGON ((-72.0975815970219 -42.383444887324,-72.0854513522726 -42.3837722981597,-72.085010683261 -42.3747793077923,-72.0971392022918 -42.3744519994634,-72.0975815970219 -42.383444887324))","245,5303",997596.925588801,"1000","245,5303"
"POLYGON ((-72.0752726661539 -42.3840460406649,-72.073320905907 -42.3840984275678,-72.0728819627218 -42.3751053350938,-72.085010683261 -42.3747793077923,-72.0854513522726 -42.3837722981597,-72.079062280138 -42.3839442294168,-72.07879867809 -42.3838411517203,-72.0784428240904 -42.3836314097448,-72.0779660007566 -42.383153597444,-72.0777186381777 -42.3829616132319,-72.0776940465649 -42.3825638933729,-72.0772177644845 -42.382465883742,-72.0766094820768 -42.3828640139453,-72.0762121268844 -42.383288832987,-72.0752726661539 -42.3840460406649))","246,5303",971527.72687308,"1000","246,5303"
"POLYGON ((-72.073320905907 -42.3840984275678,-72.061190258712 -42.3844232754887,-72.0607530414603 -42.3754300813083,-72.0728819627218 -42.3751053350938,-72.073320905907 -42.3840984275678))","247,5303",997621.662197487,"1000","247,5303"
"POLYGON ((-72.061190258712 -42.3844232754887,-72.0490594114744 -42.3847468418631,-72.0486239202631 -42.3757535463764,-72.0607530414603 -42.3754300813083,-72.061190258712 -42.3844232754887))","248,5303",997633.957622318,"1000","248,5303"
"POLYGON ((-72.0490594114744 -42.3847468418631,-72.0369283649811 -42.3850691266317,-72.0364945999165 -42.376075730239,-72.0486239202631 -42.3757535463764,-72.0490594114744 -42.3847468418631))","249,5303",997646.204451743,"1000","249,5303"
"POLYGON ((-72.0369283649811 -42.3850691266317,-72.024797120019 -42.3853901297358,-72.0243650812073 -42.3763966328373,-72.0364945999165 -42.376075730239,-72.0369283649811 -42.3850691266317))","250,5303",997658.402688247,"1000","250,5303"
"POLYGON ((-72.024797120019 -42.3853901297358,-72.0126656773754 -42.3857098511165,-72.0122353649221 -42.3767162541126,-72.0243650812073 -42.3763966328373,-72.024797120019 -42.3853901297358))","251,5303",997670.552329071,"1000","251,5303"
"POLYGON ((-72.0126656773754 -42.3857098511165,-72.0005340378373 -42.3860282907155,-72.0001054518475 -42.3770345940065,-72.0122353649221 -42.3767162541126,-72.0126656773754 -42.3857098511165))","252,5303",997682.653371115,"1000","252,5303"
"POLYGON ((-72.0005340378373 -42.3860282907155,-71.9884022021919 -42.3863454484745,-71.9879753427705 -42.3773516524607,-72.0001054518475 -42.3770345940065,-72.0005340378373 -42.3860282907155))","253,5303",997694.705812463,"1000","253,5303"
"POLYGON ((-71.9884022021919 -42.3863454484745,-71.9762701712267 -42.3866613243356,-71.9758450384779 -42.3776674294174,-71.9879753427705 -42.3773516524607,-71.9884022021919 -42.3863454484745))","254,5303",997706.709649463,"1000","254,5303"
"POLYGON ((-71.9762701712267 -42.3866613243356,-71.9641379457289 -42.386975918241,-71.9637145397567 -42.3779819248187,-71.9758450384779 -42.3776674294174,-71.9762701712267 -42.3866613243356))","255,5303",997718.664881756,"1000","255,5303"
"POLYGON ((-71.9641379457289 -42.386975918241,-71.9520055264861 -42.3872892301331,-71.951583847394 -42.3782951386073,-71.9637145397567 -42.3779819248187,-71.9641379457289 -42.386975918241))","256,5303",997730.57150684,"1000","256,5303"
"POLYGON ((-71.9520055264861 -42.3872892301331,-71.9398729142859 -42.3876012599547,-71.9394529621769 -42.3786070707259,-71.951583847394 -42.3782951386073,-71.9520055264861 -42.3872892301331))","257,5303",997742.429520348,"1000","257,5303"
"POLYGON ((-71.9398729142859 -42.3876012599547,-71.9277401099159 -42.3879120076488,-71.9273218848927 -42.3789177211174,-71.9394529621769 -42.3786070707259,-71.9398729142859 -42.3876012599547))","258,5303",997754.238922658,"1000","258,5303"
"POLYGON ((-71.9277401099159 -42.3879120076488,-71.9156071141638 -42.3882214731584,-71.9151906163286 -42.379227089725,-71.9273218848927 -42.3789177211174,-71.9277401099159 -42.3879120076488))","259,5303",997765.999708056,"1000","259,5303"
"POLYGON ((-71.9156071141638 -42.3882214731584,-71.9034739278173 -42.3885296564271,-71.9030591572721 -42.3795351764922,-71.9151906163286 -42.379227089725,-71.9156071141638 -42.3882214731584))","260,5303",997777.711878135,"1000","260,5303"
"POLYGON ((-71.9034739278173 -42.3885296564271,-71.8913405516645 -42.3888365573984,-71.8909275085105 -42.3798419813627,-71.9030591572721 -42.3795351764922,-71.9034739278173 -42.3885296564271))","261,5303",997789.375426806,"1000","261,5303"
"POLYGON ((-71.8913405516645 -42.3888365573984,-71.8792069864932 -42.3891421760163,-71.8787956708315 -42.3801475042803,-71.8909275085105 -42.3798419813627,-71.8913405516645 -42.3888365573984))","262,5303",997800.990354521,"1000","262,5303"
"POLYGON ((-71.8792069864932 -42.3891421760163,-71.8670732330914 -42.3894465122248,-71.8666636450226 -42.3804517451892,-71.8787956708315 -42.3801475042803,-71.8792069864932 -42.3891421760163))","263,5303",997812.556658218,"1000","263,5303"
"POLYGON ((-71.8670732330914 -42.3894465122248,-71.8549392922474 -42.3897495659683,-71.8545314318715 -42.3807547040338,-71.8666636450226 -42.3804517451892,-71.8670732330914 -42.3894465122248))","264,5303",997824.074336368,"1000","264,5303"
"POLYGON ((-71.8549392922474 -42.3897495659683,-71.8428051647492 -42.3900513371914,-71.8423990321661 -42.3810563807587,-71.8545314318715 -42.3807547040338,-71.8549392922474 -42.3897495659683))","265,5303",997835.543386986,"1000","265,5303"
"POLYGON ((-71.8428051647492 -42.3900513371914,-71.8306708513852 -42.3903518258388,-71.8302664466941 -42.3813567753087,-71.8423990321661 -42.3810563807587,-71.8428051647492 -42.3900513371914))","266,5303",997846.963805138,"1000","266,5303"
"POLYGON ((-71.8306708513852 -42.3903518258388,-71.8185363529436 -42.3906510318557,-71.8181336762434 -42.3816558876288,-71.8302664466941 -42.3813567753087,-71.8306708513852 -42.3903518258388))","267,5303",997858.335592234,"1000","267,5303"
"POLYGON ((-71.8185363529436 -42.3906510318557,-71.8064016702129 -42.3909489551872,-71.8060007216022 -42.3819537176645,-71.8181336762434 -42.3816558876288,-71.8185363529436 -42.3906510318557))","268,5303",997869.658740796,"1000","268,5303"
"POLYGON ((-71.8064016702129 -42.3909489551872,-71.7942668039817 -42.391245595779,-71.7938675835584 -42.3822502653611,-71.8060007216022 -42.3819537176645,-71.8064016702129 -42.3909489551872))","269,5303",997880.933254017,"1000","269,5303"
"POLYGON ((-71.7942668039817 -42.391245595779,-71.7821317550384 -42.3915409535767,-71.7817342629002 -42.3825455306646,-71.7938675835584 -42.3822502653611,-71.7942668039817 -42.391245595779))","270,5303",997892.15912998,"1000","270,5303"
"POLYGON ((-71.7821317550384 -42.3915409535767,-71.7699965241717 -42.3918350285263,-71.7696007604158 -42.3828395135208,-71.7817342629002 -42.3825455306646,-71.7821317550384 -42.3915409535767))","271,5303",997903.336360266,"1000","271,5303"
"POLYGON ((-71.7699965241717 -42.3918350285263,-71.7578611121703 -42.392127820574,-71.7574670768935 -42.3831322138761,-71.7696007604158 -42.3828395135208,-71.7699965241717 -42.3918350285263))","272,5303",997914.464950323,"1000","272,5303"
"POLYGON ((-71.7578611121703 -42.392127820574,-71.745725519823 -42.3924193296662,-71.7453332131218 -42.3834236316768,-71.7574670768935 -42.3831322138761,-71.7578611121703 -42.392127820574))","273,5303",997925.544890898,"1000","273,5303"
"POLYGON ((-71.745725519823 -42.3924193296662,-71.7335897479188 -42.3927095557497,-71.7331991698889 -42.3837137668698,-71.7453332131218 -42.3834236316768,-71.745725519823 -42.3924193296662))","274,5303",997936.576183897,"1000","274,5303"
"POLYGON ((-71.7335897479188 -42.3927095557497,-71.7214537972464 -42.3929984987713,-71.7210649479836 -42.3840026194018,-71.7331991698889 -42.3837137668698,-71.7335897479188 -42.3927095557497))","275,5303",997947.558828196,"1000","275,5303"
"POLYGON ((-71.7214537972464 -42.3929984987713,-71.709317668595 -42.3932861586783,-71.7089305481943 -42.3842901892202,-71.7210649479836 -42.3840026194018,-71.7214537972464 -42.3929984987713))","276,5303",997958.492820484,"1000","276,5303"
"POLYGON ((-71.709317668595 -42.3932861586783,-71.6971813627537 -42.3935725354178,-71.6967959713098 -42.3845764762723,-71.7089305481943 -42.3842901892202,-71.709317668595 -42.3932861586783))","277,5303",997969.378156051,"1000","277,5303"
"POLYGON ((-71.6971813627537 -42.3935725354178,-71.6850448805116 -42.3938576289376,-71.6846612181188 -42.3848614805056,-71.6967959713098 -42.3845764762723,-71.6971813627537 -42.3935725354178))","278,5303",997980.214835734,"1000","278,5303"
"POLYGON ((-71.6850448805116 -42.3938576289376,-71.6729082226579 -42.3941414391855,-71.67252628941 -42.3851452018682,-71.6846612181188 -42.3848614805056,-71.6850448805116 -42.3938576289376))","279,5303",997991.002858971,"1000","279,5303"
"POLYGON ((-71.6729082226579 -42.3941414391855,-71.6607713899819 -42.3944239661096,-71.6603911859725 -42.3854276403081,-71.67252628941 -42.3851452018682,-71.6729082226579 -42.3941414391855))","280,5303",998001.74221668,"1000","280,5303"
"POLYGON ((-71.6607713899819 -42.3944239661096,-71.6486343832731 -42.3947052096581,-71.6482559085951 -42.3857087957736,-71.6603911859725 -42.3854276403081,-71.6607713899819 -42.3944239661096))","281,5303",998012.432916382,"1000","281,5303"
"POLYGON ((-71.6486343832731 -42.3947052096581,-71.6364972033208 -42.3949851697797,-71.6361204580669 -42.3859886682133,-71.6482559085951 -42.3857087957736,-71.6486343832731 -42.3947052096581))","282,5303",998023.074947275,"1000","282,5303"
"POLYGON ((-71.6364972033208 -42.3949851697797,-71.6243598509147 -42.395263846423,-71.6239848351769 -42.386267257576,-71.6361204580669 -42.3859886682133,-71.6364972033208 -42.3949851697797))","283,5303",998033.668313753,"1000","283,5303"
"POLYGON ((-71.6243598509147 -42.395263846423,-71.6122223268442 -42.3955412395372,-71.6118490407144 -42.3865445638108,-71.6239848351769 -42.386267257576,-71.6243598509147 -42.395263846423))","284,5303",998044.21300771,"1000","284,5303"
"POLYGON ((-71.6122223268442 -42.3955412395372,-71.6000846318991 -42.3958173490714,-71.5997130754686 -42.3868205868668,-71.6118490407144 -42.3865445638108,-71.6122223268442 -42.3955412395372))","285,5303",998054.70903437,"1000","285,5303"
"POLYGON ((-71.6000846318991 -42.3958173490714,-71.5879467668691 -42.396092174975,-71.5875769402289 -42.3870953266936,-71.5997130754686 -42.3868205868668,-71.6000846318991 -42.3958173490714))","286,5303",998065.156384526,"1000","286,5303"
"POLYGON ((-71.5879467668691 -42.396092174975,-71.575808732544 -42.3963657171979,-71.5754406357845 -42.387368783241,-71.5875769402289 -42.3870953266936,-71.5879467668691 -42.396092174975))","287,5303",998075.555060749,"1000","287,5303"
"POLYGON ((-71.575808732544 -42.3963657171979,-71.5636705297137 -42.39663797569,-71.563304162925 -42.3876409564588,-71.5754406357845 -42.387368783241,-71.575808732544 -42.3963657171979))","288,5303",998085.905059084,"1000","288,5303"
"POLYGON ((-71.5636705297137 -42.39663797569,-71.551532159168 -42.3969089504014,-71.5511675224399 -42.3879118462974,-71.563304162925 -42.3876409564588,-71.5636705297137 -42.39663797569))","289,5303",998096.206379383,"1000","289,5303"
"POLYGON ((-71.551532159168 -42.3969089504014,-71.5393936216972 -42.3971786412825,-71.5390307151188 -42.3881814527071,-71.5511675224399 -42.3879118462974,-71.551532159168 -42.3969089504014))","290,5303",998106.459017214,"1000","290,5303"
"POLYGON ((-71.5393936216972 -42.3971786412825,-71.5272549180911 -42.3974470482841,-71.5268937417513 -42.3884497756386,-71.5390307151188 -42.3881814527071,-71.5393936216972 -42.3971786412825))","291,5303",998116.662970264,"1000","291,5303"
"POLYGON ((-71.5272549180911 -42.3974470482841,-71.5151160491401 -42.3977141713568,-71.5147566031272 -42.3887168150427,-71.5268937417513 -42.3884497756386,-71.5272549180911 -42.3974470482841))","292,5303",998126.818241358,"1000","292,5303"
"POLYGON ((-71.5151160491401 -42.3977141713568,-71.5029770156342 -42.397980010452,-71.5026193000362 -42.3889825708708,-71.5147566031272 -42.3887168150427,-71.5151160491401 -42.3977141713568))","293,5303",998136.924822277,"1000","293,5303"
"POLYGON ((-71.5029770156342 -42.397980010452,-71.4908378183637 -42.3982445655209,-71.4904818332683 -42.389247043074,-71.5026193000362 -42.3889825708708,-71.5029770156342 -42.397980010452))","294,5303",998146.982714932,"1000","294,5303"
"POLYGON ((-71.4908378183637 -42.3982445655209,-71.4786984581192 -42.398507836515,-71.4783442036133 -42.3895102316041,-71.4904818332683 -42.389247043074,-71.4908378183637 -42.3982445655209))","295,5303",998156.991915876,"1000","295,5303"
"POLYGON ((-71.4786984581192 -42.398507836515,-71.4665589356908 -42.3987698233863,-71.4662064118613 -42.3897721364127,-71.4783442036133 -42.3895102316041,-71.4786984581192 -42.398507836515))","296,5303",998166.952424101,"1000","296,5303"
"POLYGON ((-71.4665589356908 -42.3987698233863,-71.4544192518693 -42.3990305260867,-71.4540684588024 -42.3900327574522,-71.4662064118613 -42.3897721364127,-71.4665589356908 -42.3987698233863))","297,5303",998176.864237888,"1000","297,5303"
"POLYGON ((-71.4544192518693 -42.3990305260867,-71.442279407445 -42.3992899445685,-71.4419303452266 -42.3902920946746,-71.4540684588024 -42.3900327574522,-71.4544192518693 -42.3990305260867))","298,5303",998186.727354395,"1000","298,5303"
"POLYGON ((-71.442279407445 -42.3992899445685,-71.4301394032086 -42.3995480787843,-71.4297920719242 -42.3905501480326,-71.4419303452266 -42.3902920946746,-71.442279407445 -42.3992899445685))","299,5303",998196.541770833,"1000","299,5303"
"POLYGON ((-71.4301394032086 -42.3995480787843,-71.4179992399509 -42.3998049286868,-71.4176536396855 -42.3908069174789,-71.4297920719242 -42.3905501480326,-71.4301394032086 -42.3995480787843))","300,5303",998206.307485588,"1000","300,5303"
"POLYGON ((-71.4179992399509 -42.3998049286868,-71.4058589184625 -42.4000604942289,-71.4055150493007 -42.3910624029665,-71.4176536396855 -42.3908069174789,-71.4179992399509 -42.3998049286868))","301,5303",998216.02450146,"1000","301,5303"
"POLYGON ((-71.4058589184625 -42.4000604942289,-71.3937184395342 -42.4003147753639,-71.3933763015603 -42.3913166044488,-71.4055150493007 -42.3910624029665,-71.4058589184625 -42.4000604942289))","302,5303",998225.69281018,"1000","302,5303"
"POLYGON ((-71.3937184395342 -42.4003147753639,-71.3815778039571 -42.4005677720453,-71.3812373972548 -42.391569521879,-71.3933763015603 -42.3913166044488,-71.3937184395342 -42.4003147753639))","303,5303",998235.312411523,"1000","303,5303"
"POLYGON ((-71.3815778039571 -42.4005677720453,-71.369437012522 -42.4008194842266,-71.3690983371745 -42.3918211552111,-71.3812373972548 -42.391569521879,-71.3815778039571 -42.4005677720453))","304,5303",998244.883306496,"1000","304,5303"
"POLYGON ((-71.3592824060009 -42.3920236901513,-71.3690983371745 -42.3918211552111,-71.369437012522 -42.4008194842266,-71.3604921514898 -42.4010041115943,-71.3595863286062 -42.3996235332885,-71.3592824060009 -42.3920236901513))","305,5303",800845.380257958,"1000","305,5303"
"POLYGON ((-72.1334274348591 -42.3715307298626,-72.133076175888 -42.3644697929788,-72.1342064240157 -42.3644388712525,-72.1346588814046 -42.3648955415341,-72.1353241713598 -42.3660297952599,-72.1354573195605 -42.3663201108301,-72.1356399123775 -42.3671510837332,-72.1355992357698 -42.3678527126159,-72.1355274641414 -42.3681342928892,-72.1353960334309 -42.3686439458919,-72.1350066221459 -42.3697347530974,-72.1343337384634 -42.3706962923273,-72.1337984314441 -42.371192975792,-72.1334274348591 -42.3715307298626))","241,5304",114056.702669138,"1000","241,5304"
"POLYGON ((-72.1314516789129 -42.37351905166,-72.1213956326828 -42.3737935399629,-72.1209499907071 -42.3648008403523,-72.133076175888 -42.3644697929788,-72.1334274348591 -42.3715307298626,-72.1333954590456 -42.371559840312,-72.1329923956952 -42.3718910330721,-72.1324928820078 -42.3722222380211,-72.1321619514575 -42.3724594997835,-72.1318616639728 -42.3729603302423,-72.1314516789129 -42.37351905166))","242,5304",976520.029073142,"1000","242,5304"
"POLYGON ((-72.1213956326828 -42.3737935399629,-72.1092675190277 -42.374123410167,-72.108823601768 -42.3651306072786,-72.1209499907071 -42.3648008403523,-72.1213956326828 -42.3737935399629))","243,5304",997574.085115923,"1000","243,5304"
"POLYGON ((-72.1092675190277 -42.374123410167,-72.0971392022918 -42.3744519994634,-72.0966970098564 -42.3654590936972,-72.108823601768 -42.3651306072786,-72.1092675190277 -42.374123410167))","244,5304",997586.574959947,"1000","244,5304"
"POLYGON ((-72.0971392022918 -42.3744519994634,-72.085010683261 -42.3747793077923,-72.084570215758 -42.3657862995482,-72.0966970098564 -42.3654590936972,-72.0971392022918 -42.3744519994634))","245,5304",997599.016220585,"1000","245,5304"
"POLYGON ((-72.085010683261 -42.3747793077923,-72.0728819627218 -42.3751053350938,-72.0724432202587 -42.3661122247718,-72.084570215758 -42.3657862995482,-72.085010683261 -42.3747793077923))","246,5304",997611.40889651,"1000","246,5304"
"POLYGON ((-72.0728819627218 -42.3751053350938,-72.0607530414603 -42.3754300813083,-72.0603160241443 -42.3664368693085,-72.0724432202587 -42.3661122247718,-72.0728819627218 -42.3751053350938))","247,5304",997623.752987007,"1000","247,5304"
"POLYGON ((-72.0607530414603 -42.3754300813083,-72.0486239202631 -42.3757535463764,-72.048188628201 -42.3667602330989,-72.0603160241443 -42.3664368693085,-72.0607530414603 -42.3754300813083))","248,5304",997636.048486649,"1000","248,5304"
"POLYGON ((-72.0486239202631 -42.3757535463764,-72.0364945999165 -42.376075730239,-72.0360610332147 -42.367082316084,-72.048188628201 -42.3667602330989,-72.0486239202631 -42.3757535463764))","249,5304",997648.295394275,"1000","249,5304"
"POLYGON ((-72.0364945999165 -42.376075730239,-72.0243650812073 -42.3763966328373,-72.0239332399716 -42.3674031182048,-72.0360610332147 -42.367082316084,-72.0364945999165 -42.376075730239))","250,5304",997660.493708795,"1000","250,5304"
"POLYGON ((-72.0243650812073 -42.3763966328373,-72.0122353649221 -42.3767162541126,-72.011805249258 -42.3677226394029,-72.0239332399716 -42.3674031182048,-72.0243650812073 -42.3763966328373))","251,5304",997672.643426304,"1000","251,5304"
"POLYGON ((-72.0122353649221 -42.3767162541126,-72.0001054518475 -42.3770345940065,-71.9996770618602 -42.3680408796197,-72.011805249258 -42.3677226394029,-72.0122353649221 -42.3767162541126))","252,5304",997684.744544344,"1000","252,5304"
"POLYGON ((-72.0001054518475 -42.3770345940065,-71.9879753427705 -42.3773516524607,-71.9875486785647 -42.3683578387972,-71.9996770618602 -42.3680408796197,-72.0001054518475 -42.3770345940065))","253,5304",997696.797062362,"1000","253,5304"
"POLYGON ((-71.9879753427705 -42.3773516524607,-71.9758450384779 -42.3776674294174,-71.9754201001577 -42.3686735168773,-71.9875486785647 -42.3683578387972,-71.9879753427705 -42.3773516524607))","254,5304",997708.800975241,"1000","254,5304"
"POLYGON ((-71.9758450384779 -42.3776674294174,-71.9637145397567 -42.3779819248187,-71.9632913274261 -42.3689879138025,-71.9754201001577 -42.3686735168773,-71.9758450384779 -42.3776674294174))","255,5304",997720.756281866,"1000","255,5304"
