WKT,id,area_m2,cell_size_m,grid_id
"POLYGON ((-71.6209035112227 -43.1816424574359,-71.6207798508136 -43.1787534886335,-71.6330712778839 -43.1784710793513,-71.6332139226741 -43.1817879948296,-71.6209035112227 -43.1816424574359))","286,5215",344219.809582923,"1000","286,5215"
"POLYGON ((-71.6085930942148 -43.1814955994482,-71.6084882463 -43.179034578882,-71.6207798508136 -43.1787534886335,-71.6209035112227 -43.1816424574359,-71.6085930942148 -43.1814955994482))","287,5215",296746.354089013,"1000","287,5215"
"POLYGON ((-71.5962826724839 -43.1813474208625,-71.5961964651707 -43.1793143500444,-71.6084882463 -43.179034578882,-71.6085930942148 -43.1814955994482,-71.5962826724839 -43.1813474208625))","288,5215",249272.667265396,"1000","288,5215"
"POLYGON ((-71.5839722468634 -43.1811979216751,-71.5839045082536 -43.1795928020684,-71.5961964651707 -43.1793143500444,-71.5962826724839 -43.1813474208625,-71.5839722468634 -43.1811979216751))","289,5215",201798.754907609,"1000","289,5215"
"POLYGON ((-71.5716618181867 -43.1810471018825,-71.5716123763765 -43.1798699349023,-71.5839045082536 -43.1795928020684,-71.5839722468634 -43.1811979216751,-71.5716618181867 -43.1810471018825))","290,5215",154324.622809899,"1000","290,5215"
"POLYGON ((-71.5593513872872 -43.1808949614815,-71.5593200703673 -43.1801457484943,-71.5716123763765 -43.1798699349023,-71.5716618181867 -43.1810471018825,-71.5593513872872 -43.1808949614815))","291,5215",106850.276765743,"1000","291,5215"
"POLYGON ((-71.5470409549983 -43.180741500469,-71.547027591054 -43.180420242793,-71.5593200703673 -43.1801457484943,-71.5593513872872 -43.1808949614815,-71.5470409549983 -43.180741500469))","292,5215",59375.7225704875,"1000","292,5215"
"POLYGON ((-71.5377997653681 -43.1806254326571,-71.547027591054 -43.180420242793,-71.5470409549983 -43.180741500469,-71.5377997653681 -43.1806254326571))","293,5215",13376.5088457858,"1000","293,5215"
"POLYGON ((-71.7801477360942 -43.1660241106217,-71.7801459655313 -43.1659851017719,-71.7858132824844 -43.1658471446577,-71.7857848039521 -43.1660183256022,-71.785666253922 -43.1667329845841,-71.7852850836052 -43.167518656682,-71.7848066291506 -43.168187935669,-71.783705737766 -43.1687756721804,-71.7822928990044 -43.1678391224699,-71.7821347099068 -43.1676958515354,-71.7820375158803 -43.1675616669461,-71.7818674715118 -43.1673289973851,-71.7816676534269 -43.1668594260958,-71.7815460249665 -43.1667341080059,-71.7811325421557 -43.1662954229985,-71.7809617733281 -43.166250415394,-71.7807360723644 -43.1661963854187,-71.7801477360942 -43.1660241106217))","273,5216",82965.0652362726,"1000","273,5216"
"MULTIPOLYGON (((-71.7800245975412 -43.1659880530691,-71.7801459655313 -43.1659851017719,-71.7801477360942 -43.1660241106217,-71.7800245975412 -43.1659880530691)),((-71.7684927857213 -43.1662678849069,-71.7742850310995 -43.1661274749144,-71.7741986394974 -43.1662149632216,-71.7738174555904 -43.1669603467232,-71.7733946413844 -43.1673973881673,-71.773131468221 -43.167584572406,-71.7724833083649 -43.1678915461515,-71.7720493609024 -43.1680425763216,-71.7708228113498 -43.167919517228,-71.7704389989363 -43.1677266318931,-71.7701406186332 -43.1675293940995,-71.7701224280144 -43.1675070832834,-71.7698060377831 -43.1672249473151,-71.7697877566446 -43.1672114950034,-71.7696298329059 -43.167019018541,-71.7694414103267 -43.1667952658692,-71.7692158822919 -43.1667098962247,-71.7686612021168 -43.1664987949835,-71.7684927857213 -43.1662678849069)))","274,5216",62955.043035664,"1000","274,5216"
"POLYGON ((-71.7559583563936 -43.1751911077992,-71.7555709096593 -43.1665800644555,-71.7594218796679 -43.1664871814005,-71.7590673197478 -43.1676272543928,-71.7586899191391 -43.1689043683913,-71.7583521587967 -43.1694129617699,-71.7568912417036 -43.1714473628818,-71.756568774727 -43.172733464167,-71.7559583563936 -43.1751911077992))","275,5216",139155.350341406,"1000","275,5216"
"POLYGON ((-71.755862461289 -43.1755771788364,-71.7436860000311 -43.1758700480588,-71.7432831016482 -43.1668755687797,-71.7555709096593 -43.1665800644555,-71.7559583563936 -43.1751911077992,-71.755862461289 -43.1755771788364))","276,5216",997580.466560471,"1000","276,5216"
"POLYGON ((-71.7436860000311 -43.1758700480588,-71.7313962071853 -43.1761643262466,-71.7309951080222 -43.1671697550185,-71.7432831016482 -43.1668755687797,-71.7436860000311 -43.1758700480588))","277,5216",997787.104712731,"1000","277,5216"
"POLYGON ((-71.7313962071853 -43.1761643262466,-71.7191062294503 -43.1764572858833,-71.7187069296078 -43.1674626231174,-71.7309951080222 -43.1671697550185,-71.7313962071853 -43.1761643262466))","278,5216",997797.935430691,"1000","278,5216"
"POLYGON ((-71.7191062294503 -43.1764572858833,-71.7068160676529 -43.1767489269141,-71.7064185672316 -43.1677541730215,-71.7187069296078 -43.1674626231174,-71.7191062294503 -43.1764572858833))","279,5216",997808.717515348,"1000","279,5216"
"POLYGON ((-71.7068160676529 -43.1767489269141,-71.6945257226204 -43.1770392492848,-71.6941300217201 -43.1680444046768,-71.7064185672316 -43.1677541730215,-71.7068160676529 -43.1767489269141))","280,5216",997819.450967669,"1000","280,5216"
"POLYGON ((-71.6945257226204 -43.1770392492848,-71.6822351951799 -43.1773282529413,-71.6818412939002 -43.168333318029,-71.6941300217201 -43.1680444046768,-71.6945257226204 -43.1770392492848))","281,5216",997830.135782035,"1000","281,5216"
"POLYGON ((-71.6822351951799 -43.1773282529413,-71.6699444861586 -43.1776159378297,-71.6695523845986 -43.1686209130243,-71.6818412939002 -43.168333318029,-71.6822351951799 -43.1773282529413))","282,5216",997840.771958621,"1000","282,5216"
"POLYGON ((-71.6699444861586 -43.1776159378297,-71.6576535963839 -43.1779023038964,-71.6572632946422 -43.1689071896091,-71.6695523845986 -43.1686209130243,-71.6699444861586 -43.1776159378297))","283,5216",997851.359494448,"1000","283,5216"
"POLYGON ((-71.6576535963839 -43.1779023038964,-71.6453625266831 -43.1781873510879,-71.6449740248579 -43.1691921477302,-71.6572632946422 -43.1689071896091,-71.6576535963839 -43.1779023038964))","284,5216",997861.898388746,"1000","284,5216"
"POLYGON ((-71.6453625266831 -43.1781873510879,-71.6330712778839 -43.1784710793513,-71.6326845760728 -43.1694757873344,-71.6449740248579 -43.1691921477302,-71.6453625266831 -43.1781873510879))","285,5216",997872.388636299,"1000","285,5216"
"POLYGON ((-71.6330712778839 -43.1784710793513,-71.6207798508136 -43.1787534886335,-71.620394949114 -43.1697581083687,-71.6326845760728 -43.1694757873344,-71.6330712778839 -43.1784710793513))","286,5216",997882.830240178,"1000","286,5216"
"POLYGON ((-71.6207798508136 -43.1787534886335,-71.6084882463 -43.179034578882,-71.6081051448087 -43.1700391107808,-71.620394949114 -43.1697581083687,-71.6207798508136 -43.1787534886335))","287,5216",997893.22319431,"1000","287,5216"
"POLYGON ((-71.6084882463 -43.179034578882,-71.5961964651707 -43.1793143500444,-71.5958151639841 -43.170318794518,-71.6081051448087 -43.1700391107808,-71.6084882463 -43.179034578882))","288,5216",997903.567497282,"1000","288,5216"
"POLYGON ((-71.5961964651707 -43.1793143500444,-71.5839045082536 -43.1795928020684,-71.5835250074676 -43.1705971595284,-71.5958151639841 -43.170318794518,-71.5961964651707 -43.1793143500444))","289,5216",997913.863147997,"1000","289,5216"
"POLYGON ((-71.5839045082536 -43.1795928020684,-71.5716123763765 -43.1798699349023,-71.5712346760865 -43.1708742057601,-71.5835250074676 -43.1705971595284,-71.5839045082536 -43.1795928020684))","290,5216",997924.110144954,"1000","290,5216"
"POLYGON ((-71.5716123763765 -43.1798699349023,-71.5593200703673 -43.1801457484943,-71.5589441706685 -43.1711499331614,-71.5712346760865 -43.1708742057601,-71.5716123763765 -43.1798699349023))","291,5216",997934.308482828,"1000","291,5216"
"POLYGON ((-71.5593200703673 -43.1801457484943,-71.547027591054 -43.180420242793,-71.5466534920409 -43.1714243416809,-71.5589441706685 -43.1711499331614,-71.5593200703673 -43.1801457484943))","292,5216",997944.458166082,"1000","292,5216"
"POLYGON ((-71.5347305228957 -43.1805867188517,-71.5343626410315 -43.1716974312674,-71.5466534920409 -43.1714243416809,-71.547027591054 -43.180420242793,-71.5377997653681 -43.1806254326571,-71.5347305228957 -43.1805867188517))","293,5216",996479.016714923,"1000","293,5216"
"POLYGON ((-71.5224200932876 -43.1804306166461,-71.5220716184679 -43.1719692018702,-71.5343626410315 -43.1716974312674,-71.5347305228957 -43.1805867188517,-71.5224200932876 -43.1804306166461))","294,5216",962390.633011258,"1000","294,5216"
"POLYGON ((-71.5101096647612 -43.1802731938219,-71.509780425178 -43.1722396534385,-71.5220716184679 -43.1719692018702,-71.5224200932876 -43.1804306166461,-71.5101096647612 -43.1802731938219))","295,5216",914925.504114197,"1000","295,5216"
"POLYGON ((-71.49779923815 -43.1801144503769,-71.4974890619895 -43.1725087859219,-71.509780425178 -43.1722396534385,-71.5101096647612 -43.1802731938219,-71.49779923815 -43.1801144503769))","296,5216",867460.141413585,"1000","296,5216"
"POLYGON ((-71.4854888142874 -43.1799543863095,-71.4851975297305 -43.1727765992702,-71.4974890619895 -43.1725087859219,-71.49779923815 -43.1801144503769,-71.4854888142874 -43.1799543863095))","297,5216",819994.550701094,"1000","297,5216"
"POLYGON ((-71.4731783940066 -43.1797930016181,-71.4729058292288 -43.1730430934336,-71.4851975297305 -43.1727765992702,-71.4854888142874 -43.1799543863095,-71.4731783940066 -43.1797930016181))","298,5216",772528.737774354,"1000","298,5216"
"POLYGON ((-71.4608679781411 -43.1796302963015,-71.4606139613127 -43.1733082683623,-71.4729058292288 -43.1730430934336,-71.4731783940066 -43.1797930016181,-71.4608679781411 -43.1796302963015))","299,5216",725062.708423746,"1000","299,5216"
"POLYGON ((-71.4485575675243 -43.1794662703586,-71.4483219268101 -43.1735721240069,-71.4606139613127 -43.1733082683623,-71.4608679781411 -43.1796302963015,-71.4485575675243 -43.1794662703586))","300,5216",677596.468445655,"1000","300,5216"
"POLYGON ((-71.4362471629893 -43.1793009237886,-71.4360297265494 -43.1738346603183,-71.4483219268101 -43.1735721240069,-71.4485575675243 -43.1794662703586,-71.4362471629893 -43.1793009237886))","301,5216",630130.023633765,"1000","301,5216"
"POLYGON ((-71.4239367653697 -43.179134256591,-71.4237373613588 -43.1740958772474,-71.4360297265494 -43.1738346603183,-71.4362471629893 -43.1793009237886,-71.4239367653697 -43.179134256591))","302,5216",582663.379780323,"1000","302,5216"
"POLYGON ((-71.4116263754987 -43.1789662687656,-71.4114448320666 -43.1743557747455,-71.4237373613588 -43.1740958772474,-71.4239367653697 -43.179134256591,-71.4116263754987 -43.1789662687656))","303,5216",535196.542685058,"1000","303,5216"
"POLYGON ((-71.3993159942096 -43.1787969603123,-71.3991521395014 -43.1746143527643,-71.4114448320666 -43.1743557747455,-71.4116263754987 -43.1789662687656,-71.3993159942096 -43.1787969603123))","304,5216",487729.518137235,"1000","304,5216"
"POLYGON ((-71.3870056223358 -43.1786263312312,-71.3868592844914 -43.1748716112555,-71.3991521395014 -43.1746143527643,-71.3993159942096 -43.1787969603123,-71.3870056223358 -43.1786263312312))","305,5216",440262.31193711,"1000","305,5216"
"POLYGON ((-71.3746952607105 -43.1784543815229,-71.3745662678655 -43.1751275501712,-71.3868592844914 -43.1748716112555,-71.3870056223358 -43.1786263312312,-71.3746952607105 -43.1784543815229))","306,5216",392794.929875566,"1000","306,5216"
"POLYGON ((-71.3623849101671 -43.1782811111881,-71.3622730904521 -43.1753821694636,-71.3745662678655 -43.1751275501712,-71.3746952607105 -43.1784543815229,-71.3623849101671 -43.1782811111881))","307,5216",345327.377749744,"1000","307,5216"
"POLYGON ((-71.3500745715388 -43.1781065202277,-71.3499797530799 -43.1756354690852,-71.3622730904521 -43.1753821694636,-71.3623849101671 -43.1782811111881,-71.3500745715388 -43.1781065202277))","308,5216",297859.661354833,"1000","308,5216"
"POLYGON ((-71.337764245659 -43.1779306086429,-71.3376862565779 -43.1758874489888,-71.3499797530799 -43.1756354690852,-71.3500745715388 -43.1781065202277,-71.337764245659 -43.1779306086429))","309,5216",250391.786485669,"1000","309,5216"
"POLYGON ((-71.3254539333608 -43.1777533764351,-71.3253926017746 -43.1761381091275,-71.3376862565779 -43.1758874489888,-71.337764245659 -43.1779306086429,-71.3254539333608 -43.1777533764351))","310,5216",202923.758939079,"1000","310,5216"
"POLYGON ((-71.3131436354775 -43.1775748236061,-71.3130987894992 -43.1763874494545,-71.3253926017746 -43.1761381091275,-71.3254539333608 -43.1777533764351,-71.3131436354775 -43.1775748236061))","311,5216",155455.584511089,"1000","311,5216"
"POLYGON ((-71.3008333528425 -43.1773949501578,-71.3008048205804 -43.1766354699233,-71.3130987894992 -43.1763874494545,-71.3131436354775 -43.1775748236061,-71.3008333528425 -43.1773949501578))","312,5216",107987.268994889,"1000","312,5216"
"POLYGON ((-71.2885230862888 -43.1772137560924,-71.2885106958475 -43.1768821704876,-71.3008048205804 -43.1766354699233,-71.3008333528425 -43.1773949501578,-71.2885230862888 -43.1772137560924))","313,5216",60518.8181898821,"1000","313,5216"
"POLYGON ((-71.2789835843699 -43.1770724363663,-71.2885106958475 -43.1768821704876,-71.2885230862888 -43.1772137560924,-71.2789835843699 -43.1770724363663))","314,5216",14252.6120128361,"1000","314,5216"
"POLYGON ((-71.7920794186623 -43.1579228878252,-71.7920233064151 -43.1566915188244,-71.8002292397213 -43.1564908244187,-71.7994507947494 -43.1569415727261,-71.7987296605614 -43.1572352205184,-71.7979476231291 -43.1575019024515,-71.7974532608269 -43.1575099811072,-71.7967210819774 -43.1574282845544,-71.7962396583135 -43.1572263843994,-71.7953061287091 -43.1571397700761,-71.7946165674821 -43.1571072851499,-71.7937617628814 -43.157226415172,-71.7933953527155 -43.1572882560434,-71.7922524109282 -43.1577866289548,-71.7920794186623 -43.1579228878252))","272,5217",49689.1648116685,"1000","272,5217"
"POLYGON ((-71.7858132824844 -43.1658471446577,-71.7801459655313 -43.1659851017719,-71.7797378581925 -43.1569908835071,-71.7920233064151 -43.1566915188244,-71.7920794186623 -43.1579228878252,-71.7914996779188 -43.1583795193587,-71.790350123243 -43.1589984480557,-71.7895425457228 -43.1595689146216,-71.7889737833286 -43.1599074398226,-71.7885688166497 -43.1605232888456,-71.7882805886572 -43.160924888198,-71.7879484700529 -43.1616659789758,-71.7877084756866 -43.1622150503265,-71.7871881252942 -43.1626654098187,-71.7862862429461 -43.1639997061761,-71.7859780132584 -43.1648569493344,-71.7858132824844 -43.1658471446577))","273,5217",698978.906881477,"1000","273,5217"
"POLYGON ((-71.7678472798897 -43.1660342112015,-71.7674522219786 -43.1572889306813,-71.7797378581925 -43.1569908835071,-71.7801459655313 -43.1659851017719,-71.7800245975412 -43.1659880530691,-71.779937339454 -43.1659625019642,-71.7778273754836 -43.1653909927928,-71.7772483660094 -43.1651709248439,-71.7768394026101 -43.1651612089894,-71.7755573048684 -43.1652346227537,-71.7751299679866 -43.165260597724,-71.7744804546601 -43.1659295693693,-71.7742850310995 -43.1661274749144,-71.7684927857213 -43.1662678849069,-71.7684425516177 -43.1661990102249,-71.7678472798897 -43.1660342112015))","274,5217",966409.107914703,"1000","274,5217"
"POLYGON ((-71.7594218796679 -43.1664871814005,-71.7555709096593 -43.1665800644555,-71.7551663985992 -43.1575856602915,-71.7674522219786 -43.1572889306813,-71.7678472798897 -43.1660342112015,-71.7666376838317 -43.1656993262589,-71.7644557740861 -43.1648459377415,-71.7642361252149 -43.1648276468793,-71.7634800685854 -43.1645982230885,-71.7630773324072 -43.1645750189217,-71.7609713307834 -43.1646242735703,-71.7605257834309 -43.1646144147427,-71.7601404202249 -43.1648191171495,-71.7597102573253 -43.1655598825898,-71.7594218796679 -43.1664871814005))","275,5217",896805.722249378,"1000","275,5217"
"POLYGON ((-71.7555709096593 -43.1665800644555,-71.7432831016482 -43.1668755687797,-71.7428803888802 -43.1578810722824,-71.7551663985992 -43.1575856602915,-71.7555709096593 -43.1665800644555))","276,5217",997778.322196178,"1000","276,5217"
"POLYGON ((-71.7432831016482 -43.1668755687797,-71.7309951080222 -43.1671697550185,-71.7305941936475 -43.158175166599,-71.7428803888802 -43.1578810722824,-71.7432831016482 -43.1668755687797))","277,5217",997789.201612668,"1000","277,5217"
"POLYGON ((-71.7309951080222 -43.1671697550185,-71.7187069296078 -43.1674626231174,-71.7183078137273 -43.1584679431866,-71.7305941936475 -43.158175166599,-71.7309951080222 -43.1671697550185))","278,5217",997800.032398392,"1000","278,5217"
"POLYGON ((-71.7187069296078 -43.1674626231174,-71.7064185672316 -43.1677541730215,-71.7060212499455 -43.1587594019906,-71.7183078137273 -43.1584679431866,-71.7187069296078 -43.1674626231174))","279,5217",997810.814552394,"1000","279,5217"
"POLYGON ((-71.7064185672316 -43.1677541730215,-71.6941300217201 -43.1680444046768,-71.6937345031284 -43.1590495429566,-71.7060212499455 -43.1587594019906,-71.7064185672316 -43.1677541730215))","280,5217",997821.548071774,"1000","280,5217"
"POLYGON ((-71.6941300217201 -43.1680444046768,-71.6818412939002 -43.168333318029,-71.6814475741022 -43.1593383660307,-71.6937345031284 -43.1590495429566,-71.6941300217201 -43.1680444046768))","281,5217",997832.232954607,"1000","281,5217"
"POLYGON ((-71.6818412939002 -43.168333318029,-71.6695523845986 -43.1686209130243,-71.6691604636934 -43.1596258711591,-71.6814475741022 -43.1593383660307,-71.6818412939002 -43.168333318029))","282,5217",997842.869197592,"1000","282,5217"
"POLYGON ((-71.6695523845986 -43.1686209130243,-71.6572632946422 -43.1689071896091,-71.6568731727283 -43.1599120582881,-71.6691604636934 -43.1596258711591,-71.6695523845986 -43.1686209130243))","283,5217",997853.456800448,"1000","283,5217"
"POLYGON ((-71.6572632946422 -43.1689071896091,-71.6449740248579 -43.1691921477302,-71.6445857020335 -43.1601969273645,-71.6568731727283 -43.1599120582881,-71.6572632946422 -43.1689071896091))","284,5217",997863.99576169,"1000","284,5217"
"POLYGON ((-71.6449740248579 -43.1691921477302,-71.6326845760728 -43.1694757873344,-71.6322980524355 -43.1604804783352,-71.6445857020335 -43.1601969273645,-71.6449740248579 -43.1691921477302))","285,5217",997874.486077112,"1000","285,5217"
"POLYGON ((-71.6326845760728 -43.1694757873344,-71.620394949114 -43.1697581083687,-71.620010224761 -43.1607627111473,-71.6322980524355 -43.1604804783352,-71.6326845760728 -43.1694757873344))","286,5217",997884.927746586,"1000","286,5217"
"POLYGON ((-71.620394949114 -43.1697581083687,-71.6081051448087 -43.1700391107808,-71.6077222198367 -43.1610436257484,-71.620010224761 -43.1607627111473,-71.620394949114 -43.1697581083687))","287,5217",997895.320765813,"1000","287,5217"
"POLYGON ((-71.6081051448087 -43.1700391107808,-71.5958151639841 -43.170318794518,-71.5954340384895 -43.1613232220859,-71.6077222198367 -43.1610436257484,-71.6081051448087 -43.1700391107808))","288,5217",997905.665134882,"1000","288,5217"
"POLYGON ((-71.5958151639841 -43.170318794518,-71.5835250074676 -43.1705971595284,-71.5831456815461 -43.1616015001079,-71.5954340384895 -43.1613232220859,-71.5958151639841 -43.170318794518))","289,5217",997915.960850599,"1000","289,5217"
"POLYGON ((-71.5835250074676 -43.1705971595284,-71.5712346760865 -43.1708742057601,-71.5708571498337 -43.1618784597625,-71.5831456815461 -43.1616015001079,-71.5835250074676 -43.1705971595284))","290,5217",997926.20791163,"1000","290,5217"
"POLYGON ((-71.5712346760865 -43.1708742057601,-71.5589441706685 -43.1711499331614,-71.5585684441791 -43.1621541009981,-71.5708571498337 -43.1618784597625,-71.5712346760865 -43.1708742057601))","291,5217",997936.40631514,"1000","291,5217"
"POLYGON ((-71.5589441706685 -43.1711499331614,-71.5466534920409 -43.1714243416809,-71.5462795654096 -43.1624284237633,-71.5585684441791 -43.1621541009981,-71.5589441706685 -43.1711499331614))","292,5217",997946.556060888,"1000","292,5217"
"POLYGON ((-71.5466534920409 -43.1714243416809,-71.5343626410315 -43.1716974312674,-71.5339905143523 -43.162701428007,-71.5462795654096 -43.1624284237633,-71.5466534920409 -43.1714243416809))","293,5217",997956.657144594,"1000","293,5217"
"POLYGON ((-71.5343626410315 -43.1716974312674,-71.5220716184679 -43.1719692018702,-71.5217012918345 -43.1629731136783,-71.5339905143523 -43.162701428007,-71.5343626410315 -43.1716974312674))","294,5217",997966.709566277,"1000","294,5217"
"POLYGON ((-71.5220716184679 -43.1719692018702,-71.509780425178 -43.1722396534385,-71.5094118986834 -43.1632434807266,-71.5217012918345 -43.1629731136783,-71.5220716184679 -43.1719692018702))","295,5217",997976.713322393,"1000","295,5217"
"POLYGON ((-71.509780425178 -43.1722396534385,-71.4974890619895 -43.1725087859219,-71.4971223357265 -43.1635125291015,-71.5094118986834 -43.1632434807266,-71.509780425178 -43.1722396534385))","296,5217",997986.668413411,"1000","296,5217"
"POLYGON ((-71.4974890619895 -43.1725087859219,-71.4851975297305 -43.1727765992702,-71.4848326037913 -43.1637802587528,-71.4971223357265 -43.1635125291015,-71.4974890619895 -43.1725087859219))","297,5217",997996.574833566,"1000","297,5217"
"POLYGON ((-71.4851975297305 -43.1727765992702,-71.4729058292288 -43.1730430934336,-71.4725427037053 -43.1640466696308,-71.4848326037913 -43.1637802587528,-71.4851975297305 -43.1727765992702))","298,5217",998006.432585078,"1000","298,5217"
"POLYGON ((-71.4729058292288 -43.1730430934336,-71.4606139613127 -43.1733082683623,-71.4602526362962 -43.1643117616857,-71.4725427037053 -43.1640466696308,-71.4729058292288 -43.1730430934336))","299,5217",998016.241661959,"1000","299,5217"
"POLYGON ((-71.4606139613127 -43.1733082683623,-71.4483219268101 -43.1735721240069,-71.4479624023915 -43.164575534868,-71.4602526362962 -43.1643117616857,-71.4606139613127 -43.1733082683623))","300,5217",998026.002067446,"1000","300,5217"
"POLYGON ((-71.4483219268101 -43.1735721240069,-71.4360297265494 -43.1738346603183,-71.4356720028192 -43.1648379891287,-71.4479624023915 -43.164575534868,-71.4483219268101 -43.1735721240069))","301,5217",998035.713793941,"1000","301,5217"
"POLYGON ((-71.4360297265494 -43.1738346603183,-71.4237373613588 -43.1740958772474,-71.4233814384069 -43.1650991244189,-71.4356720028192 -43.1648379891287,-71.4360297265494 -43.1738346603183))","302,5217",998045.376842072,"1000","302,5217"
"POLYGON ((-71.4237373613588 -43.1740958772474,-71.4114448320666 -43.1743557747455,-71.4110907099827 -43.1653589406898,-71.4233814384069 -43.1650991244189,-71.4237373613588 -43.1740958772474))","303,5217",998054.99121205,"1000","303,5217"
"POLYGON ((-71.4114448320666 -43.1743557747455,-71.3991521395014 -43.1746143527643,-71.3987998183745 -43.165617437893,-71.4110907099827 -43.1653589406898,-71.4114448320666 -43.1743557747455))","304,5217",998064.556898084,"1000","304,5217"
"POLYGON ((-71.3991521395014 -43.1746143527643,-71.3868592844914 -43.1748716112555,-71.3865087644103 -43.1658746159803,-71.3987998183745 -43.165617437893,-71.3991521395014 -43.1746143527643))","305,5217",998074.073902902,"1000","305,5217"
"POLYGON ((-71.3868592844914 -43.1748716112555,-71.3745662678655 -43.1751275501712,-71.3742175489182 -43.1661304749039,-71.3865087644103 -43.1658746159803,-71.3868592844914 -43.1748716112555))","306,5217",998083.542218908,"1000","306,5217"
"POLYGON ((-71.3745662678655 -43.1751275501712,-71.3622730904521 -43.1753821694636,-71.3619261727265 -43.166385014616,-71.3742175489182 -43.1661304749039,-71.3745662678655 -43.1751275501712))","307,5217",998092.961848971,"1000","307,5217"
"POLYGON ((-71.3622730904521 -43.1753821694636,-71.3499797530799 -43.1756354690852,-71.3496346366633 -43.1666382350691,-71.3619261727265 -43.166385014616,-71.3622730904521 -43.1753821694636))","308,5217",998102.332788894,"1000","308,5217"
"POLYGON ((-71.3499797530799 -43.1756354690852,-71.3376862565779 -43.1758874489888,-71.337342941557 -43.166890136216,-71.3496346366633 -43.1666382350691,-71.3499797530799 -43.1756354690852))","309,5217",998111.655038809,"1000","309,5217"
"POLYGON ((-71.3376862565779 -43.1758874489888,-71.3253926017746 -43.1761381091275,-71.325051088236 -43.1671407180099,-71.337342941557 -43.166890136216,-71.3376862565779 -43.1758874489888))","310,5217",998120.928594819,"1000","310,5217"
"POLYGON ((-71.3253926017746 -43.1761381091275,-71.3130987894992 -43.1763874494545,-71.3127590775287 -43.1673899804039,-71.325051088236 -43.1671407180099,-71.3253926017746 -43.1761381091275))","311,5217",998130.153457386,"1000","311,5217"
"POLYGON ((-71.3130987894992 -43.1763874494545,-71.3008048205804 -43.1766354699233,-71.3004669102637 -43.1676379233516,-71.3127590775287 -43.1673899804039,-71.3130987894992 -43.1763874494545))","312,5217",998139.32962245,"1000","312,5217"
"POLYGON ((-71.3008048205804 -43.1766354699233,-71.2885106958475 -43.1768821704876,-71.2881745872695 -43.1678845468069,-71.3004669102637 -43.1676379233516,-71.3008048205804 -43.1766354699233))","313,5217",998148.457089833,"1000","313,5217"
"POLYGON ((-71.2762128372515 -43.1770312414213,-71.2758821093747 -43.1681298507236,-71.2881745872695 -43.1678845468069,-71.2885106958475 -43.1768821704876,-71.2789835843699 -43.1770724363663,-71.2762128372515 -43.1770312414213))","314,5217",996955.161994693,"1000","314,5217"
